copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,sample_combos,hash
931,Acosmic,preferred,Grenade Launcher,Void,1,0,0,1,"Air Trigger, Enlightened Action, Impulse Amplifier","Deconstruct, Destabilizing Rounds, Explosive Light",4,Air Trigger+Deconstruct | Air Trigger+Explosive Light | Destabilizing Rounds+Impulse Amplifier | Enlightened Action+Explosive Light,1106017703
932,Tomorrow's Answer,preferred,Rocket Launcher,Void,1,0,0,1,"Danger Zone, Envious Arsenal, Tracking Module","Cluster Bomb, Frenzy, Vorpal Weapon",4,Cluster Bomb+Envious Arsenal | Danger Zone+Vorpal Weapon | Envious Arsenal+Frenzy | Tracking Module+Vorpal Weapon,3009199534
933,The Keening,preferred,Sidearm,Arc,1,0,0,1,"Killing Wind, Subsistence, Voltshot","Snapshot Sights, Vorpal Weapon, Zen Moment",4,Killing Wind+Vorpal Weapon | Snapshot Sights+Subsistence | Voltshot+Vorpal Weapon | Voltshot+Zen Moment,3902351469
934,Horror Story,preferred,Auto Rifle,Stasis,1,0,0,1,"Discord, Envious Assassin, Under-Over","Adrenaline Junkie, Collective Action, Frenzy",4,Adrenaline Junkie+Discord | Adrenaline Junkie+Envious Assassin | Collective Action+Envious Assassin | Frenzy+Under-Over,2884070594
935,Glissando-47,preferred,Scout Rifle,Strand,1,0,0,1,"Overflow, Perfect Float, Reconstruction","Cascade Point, Harmony, Opening Shot",4,Cascade Point+Reconstruction | Harmony+Reconstruction | Opening Shot+Overflow | Opening Shot+Perfect Float,3156551028
936,Ded Gramarye IV,preferred,Shotgun,Arc,1,0,0,1,"Eddy Current, Slickdraw, Threat Detector","Golden Tricorn, Golden Tricorn Enhanced, Vorpal Weapon",4,Eddy Current+Golden Tricorn Enhanced | Golden Tricorn+Threat Detector | Slickdraw+Vorpal Weapon | Threat Detector+Vorpal Weapon,870893339
937,Ulterior Observation,preferred,Machine Gun,Stasis,1,0,0,1,"Built to Blast, Envious Arsenal, Feeding Frenzy","Binary Orbit, Closing Time, Rimestealer",3,Built to Blast+Closing Time | Envious Arsenal+Rimestealer | Feeding Frenzy+Rimestealer,1079872540
938,Trendsetter,preferred,Auto Rifle,Arc,1,0,0,1,"Light Touch, Supercharged Magazine, Trickle Charge","Tap the Trigger, Zen Moment",3,Light Touch+Zen Moment | Supercharged Magazine+Zen Moment | Tap the Trigger+Trickle Charge,2863808104
939,The Ringing Nail,preferred,Auto Rifle,Solar,1,0,0,1,"Dragonfly, Impromptu Ammunition, Incandescent","Burning Ambition, Disruption Break, Onslaught",3,Burning Ambition+Dragonfly | Disruption Break+Impromptu Ammunition | Impromptu Ammunition+Onslaught,4206550094
940,Swordbreaker (Adept),preferred,Shotgun,Strand,0,1,1,0,"Elemental Capacitor, Paracausal Affinity, Slideshot","Aggregate Charge, Barrel Constrictor, One-Two Punch",3,Aggregate Charge+Paracausal Affinity | Elemental Capacitor+One-Two Punch | One-Two Punch+Paracausal Affinity,1239700299
941,Seraphine Haze,preferred,Submachine Gun,Stasis,1,0,0,1,"Demolitionist, Lead From Light, Rimestealer","Collective Pugilism, Crystalline Corpsebloom",3,Collective Pugilism+Demolitionist | Collective Pugilism+Rimestealer | Crystalline Corpsebloom+Lead From Light,1524387902
942,Folded Root,preferred,Rocket Launcher,Void,1,0,0,1,"Danger Zone, Reverberation","Destabilizing Rounds, Lasting Impression, Multikill Clip",3,Danger Zone+Destabilizing Rounds | Lasting Impression+Reverberation | Multikill Clip+Reverberation,3184457500
943,Corundum Hammer,preferred,Hand Cannon,Strand,1,0,0,1,"Firefly, Reconstruction, Slideshot","Keep Away, Precision Instrument, Tear",3,Firefly+Precision Instrument | Keep Away+Reconstruction | Slideshot+Tear,2263462407
944,Auric Disabler,preferred,Auto Rifle,Strand,1,0,0,1,"Dynamic Sway Reduction, Hatchling, Lone Wolf","Onslaught, Tap the Trigger, Tear",3,Dynamic Sway Reduction+Tear | Hatchling+Tap the Trigger | Lone Wolf+Onslaught,702001725
945,A Good Shout,preferred,Combat Bow,Void,1,0,0,1,"Built to Blast, No Distractions, Repulsor Brace","Box Breathing, Butterfly, Demoralize",3,Box Breathing+Repulsor Brace | Butterfly+No Distractions | Demoralize+No Distractions,3615748501
946,Yeartide Apex,preferred,Submachine Gun,Solar,1,0,0,1,"Feeding Frenzy, Lone Wolf, Recycled Energy","Burning Ambition, Chaos Reshaped, Incandescent",3,Burning Ambition+Feeding Frenzy | Chaos Reshaped+Lone Wolf | Incandescent+Recycled Energy,3293207827
947,VS Chill Inhibitor,preferred,Grenade Launcher,Stasis,1,0,0,1,"Cascade Point, Chill Clip, Demolitionist","Explosive Light, Surrounded",3,Cascade Point+Surrounded | Chill Clip+Surrounded | Demolitionist+Explosive Light,2452936817
948,Steelfeather Repeater,preferred,Auto Rifle,Kinetic,1,0,0,1,"Bewildering Burst, Grave Robber, Proximity Power","All-Star, Surrounded",3,All-Star+Grave Robber | All-Star+Proximity Power | Bewildering Burst+Surrounded,771811870
949,Solemn Lie,preferred,Hand Cannon,Arc,1,0,0,1,"Keep Away, Killing Wind, Trickle Charge","Elemental Capacitor, Rapid Hit, Rolling Storm",3,Keep Away+Rapid Hit | Killing Wind+Rolling Storm | Rapid Hit+Trickle Charge,1041028435
950,Riiswalker,preferred,Shotgun,Kinetic,1,0,0,1,"Discord, Shot Swap, Slideshot","Adagio, Iron Reach",3,Adagio+Shot Swap | Discord+Iron Reach | Iron Reach+Slideshot,1764868900
951,Palmyra-B,preferred,Rocket Launcher,Stasis,1,0,1,1,"Ensemble, Surplus, Unrelenting","Explosive Light, Lasting Impression",3,Ensemble+Explosive Light | Explosive Light+Surplus | Lasting Impression+Unrelenting,3489657138
952,Nox Sidereal IV,preferred,Fusion Rifle,Stasis,1,0,0,1,"Clown Cartridge, Proximity Power, Shot Swap","Crystalline Corpsebloom, Frenzy, Reservoir Burst",3,Clown Cartridge+Crystalline Corpsebloom | Crystalline Corpsebloom+Proximity Power | Frenzy+Shot Swap,2875763009
953,Main Ingredient,preferred,Fusion Rifle,Arc,1,0,0,1,"Moving Target, Snapshot Sights","Backup Plan, Quickdraw, Tap the Trigger",3,Backup Plan+Snapshot Sights | Moving Target+Quickdraw | Snapshot Sights+Tap the Trigger,253196586
954,Maahes HC4,preferred,Hand Cannon,Void,1,0,0,1,"Enlightened Action, Pulse Monitor, Repulsor Brace","Destabilizing Rounds, Disruption Break, Golden Tricorn",3,Destabilizing Rounds+Pulse Monitor | Disruption Break+Repulsor Brace | Enlightened Action+Golden Tricorn,1246793994
955,Indebted Kindness,preferred,Sidearm,Arc,1,0,0,1,"Air Trigger, Beacon Rounds, Deconstruct","Attrition Orbs, Chain Reaction, Gear Shift",3,Air Trigger+Attrition Orbs | Beacon Rounds+Chain Reaction | Beacon Rounds+Gear Shift,2554513694
956,Inbound Surveillance,preferred,Scout Rifle,Kinetic,1,0,0,1,"Keep Away, Lucky Shot, Rapid Hit","Adhesive Ordnance, Precision Instrument",3,Adhesive Ordnance+Keep Away | Adhesive Ordnance+Rapid Hit | Lucky Shot+Precision Instrument,2776506837
957,Ill Omen,preferred,Sword,Stasis,1,0,1,1,"Empty Traits Socket, Strategist, Valiant Charge","Cold Steel, Empty Traits Socket, One for All",3,Cold Steel+Empty Traits Socket | Empty Traits Socket+One for All | One for All+Valiant Charge,3794274730
958,Drang,preferred,Sidearm,Solar,1,0,1,1,"Collective Pugilism, Disruption Break, Envious Assassin","Binary Orbit, Frenzy, Master of Arms",3,Binary Orbit+Envious Assassin | Collective Pugilism+Master of Arms | Disruption Break+Frenzy,358190158
959,Bad Omens,preferred,Rocket Launcher,Void,1,0,0,1,"Auto-Loading Holster, Bipod, Destabilizing Rounds","Cluster Bomb, Explosive Light, Kill Clip",3,Auto-Loading Holster+Cluster Bomb | Bipod+Kill Clip | Destabilizing Rounds+Explosive Light,1996201272
960,Arcane Embrace,preferred,Shotgun,Arc,1,0,0,1,"Air Trigger, Grave Robber, Threat Detector","Desperado, Precision Instrument, Tap the Trigger",3,Air Trigger+Tap the Trigger | Desperado+Threat Detector | Grave Robber+Precision Instrument,3649985571
961,Ahab Char,preferred,Auto Rifle,Solar,1,0,0,1,"Heal Clip, Proximity Power, Recycled Energy","Eye of the Storm, High-Impact Reserves, Kill Clip",3,Eye of the Storm+Proximity Power | Eye of the Storm+Recycled Energy | Heal Clip+High-Impact Reserves,1411560894
962,Abyss Defiant (Adept),preferred,Auto Rifle,Solar,0,1,1,0,"Burning Ambition, Outlaw, Reconstruction","Binary Orbit, Kill Clip, Target Lock",3,Burning Ambition+Kill Clip | Kill Clip+Reconstruction | Outlaw+Target Lock,3782662983
963,Yesterday's Question,preferred,Hand Cannon,Arc,1,0,0,1,"Air Trigger, Closing Time, Rapid Hit","Headseeker, Voltshot, Vorpal Weapon",3,Air Trigger+Headseeker | Closing Time+Vorpal Weapon | Rapid Hit+Voltshot,2300143112
964,Tusk of the Boar,preferred,Grenade Launcher,Strand,1,0,0,1,"Envious Assassin, Grave Robber, Pulse Monitor","Bait and Switch, Deconstruct",3,Bait and Switch+Grave Robber | Bait and Switch+Pulse Monitor | Deconstruct+Envious Assassin,1218113510
965,Crowning Duologue,preferred,Rocket Launcher,Strand,1,0,0,1,"Auto-Loading Holster, Hatchling, Impulse Amplifier","Bipod, Chain Reaction, Envious Assassin",3,Auto-Loading Holster+Envious Assassin | Bipod+Hatchling | Envious Assassin+Impulse Amplifier,4106757302
966,Trinary System,preferred,Fusion Rifle,Solar,1,0,0,1,"Firmly Planted, Quickdraw, Slideways","Backup Plan, High-Impact Reserves, Thresh",3,Firmly Planted+Thresh | High-Impact Reserves+Quickdraw | High-Impact Reserves+Slideways,3258665412
967,Timeworn Wayfarer,preferred,Scout Rifle,Solar,1,0,1,1,"Dual Loader, Empty Traits Socket, Strategist","Desperate Measures, High Ground, Incandescent",3,Desperate Measures+Dual Loader | Empty Traits Socket+High Ground | Incandescent+Strategist,1058098236
968,The Messenger,preferred,Pulse Rifle,Kinetic,1,0,0,1,"Discord, Outlaw, Perpetual Motion","Headseeker, Kinetic Tremors",3,Discord+Headseeker | Kinetic Tremors+Outlaw | Kinetic Tremors+Perpetual Motion,3796795102
969,The Inquisitor,preferred,Shotgun,Arc,1,0,0,1,"Envious Assassin, Loose Change, Perpetual Motion","Cascade Point, Fragile Focus, Precision Instrument",3,Cascade Point+Loose Change | Envious Assassin+Fragile Focus | Loose Change+Precision Instrument,51129316
970,The Hero's Burden,preferred,Submachine Gun,Void,1,0,0,1,"Air Assault, Zen Moment","Iron Reach, Vorpal Weapon",3,Air Assault+Vorpal Weapon | Iron Reach+Zen Moment | Vorpal Weapon+Zen Moment,2488587246
971,Sublimation,preferred,Scout Rifle,Arc,1,0,0,1,"Eddy Current, Moving Target, Shoot to Loot","No Distractions, Precision Instrument",3,Eddy Current+Precision Instrument | Moving Target+No Distractions | No Distractions+Shoot to Loot,1674692344
972,Spoiler Alert,preferred,Sidearm,Kinetic,1,0,0,1,"Killing Wind, Surplus, Tunnel Vision","High-Impact Reserves, Osmosis",3,High-Impact Reserves+Tunnel Vision | Killing Wind+Osmosis | Osmosis+Surplus,2588048270
973,Solemn Remembrance,preferred,Hand Cannon,Stasis,1,0,0,1,"Headstone, Zen Moment","Firefly, Keep Away, Magnificent Howl",3,Firefly+Headstone | Headstone+Keep Away | Headstone+Magnificent Howl,4116518582
974,Fair Judgment,preferred,Auto Rifle,Stasis,1,0,0,1,"Deconstruct, Enlightened Action, Perpetual Motion","Built to Blast, Frenzy",3,Built to Blast+Enlightened Action | Built to Blast+Perpetual Motion | Deconstruct+Frenzy,4113452819
975,Sola's Scar,preferred,Sword,Solar,1,0,0,1,"Demolitionist, Energy Transfer, Tireless Blade","Chain Reaction, Frenzy, Whirlwind Blade",3,Chain Reaction+Energy Transfer | Demolitionist+Whirlwind Blade | Frenzy+Tireless Blade,4089030727
976,Rufus's Fury (Adept),preferred,Auto Rifle,Strand,0,1,1,0,"Perpetual Motion, Pugilist, Thresh","Aggregate Charge, Chaos Reshaped, Frenzy",3,Aggregate Charge+Pugilist | Aggregate Charge+Thresh | Frenzy+Pugilist,342514437
977,Permafrost,preferred,Grenade Launcher,Stasis,1,0,0,1,"Overflow, Rimestealer","Adrenaline Junkie, Crystalline Corpsebloom, Reaper's Tithe",3,Adrenaline Junkie+Overflow | Crystalline Corpsebloom+Overflow | Overflow+Reaper's Tithe,2922964484
978,Punching Out,preferred,Sidearm,Solar,1,0,0,1,"Light Touch, Rangefinder, Subsistence","Feeding Frenzy, Incandescent, Kill Clip",3,Feeding Frenzy+Subsistence | Incandescent+Light Touch | Kill Clip+Light Touch,1469372193
979,Pardon Our Dust,preferred,Grenade Launcher,Kinetic,1,0,1,1,"Ensemble, Pulse Monitor, Steady Hands","Adrenaline Junkie, Danger Zone, Rampage",3,Adrenaline Junkie+Pulse Monitor | Danger Zone+Steady Hands | Ensemble+Rampage,3849810018
980,PLUG ONE.1,preferred,Fusion Rifle,Arc,1,0,0,1,"Feeding Frenzy, Slideways, Under Pressure","Closing Time, Desperate Measures, Reservoir Burst",3,Closing Time+Slideways | Desperate Measures+Under Pressure | Feeding Frenzy+Reservoir Burst,3293524502
981,Null Composure,preferred,Fusion Rifle,Void,1,0,0,1,"Envious Arsenal, Heating Up, Successful Warm-Up","Elemental Honing, High-Impact Reserves, Reservoir Burst",3,Elemental Honing+Heating Up | Envious Arsenal+Reservoir Burst | High-Impact Reserves+Successful Warm-Up,3613444087
982,Malediction,preferred,Hand Cannon,Kinetic,1,0,0,1,"Enlightened Action, Sleight of Hand, To the Pain","All-Star, Explosive Payload, Eye of the Storm",3,All-Star+To the Pain | Enlightened Action+Explosive Payload | Eye of the Storm+Sleight of Hand,979721268
983,Jurisprudent,preferred,Scout Rifle,Stasis,1,0,0,1,"Built to Blast, Recycled Energy, Rimestealer","Explosive Payload, Focused Fury, No Distractions",3,Built to Blast+Focused Fury | Explosive Payload+Rimestealer | No Distractions+Recycled Energy,4090134063
984,Last Foray,preferred,Sniper Rifle,Solar,1,0,0,1,"Envious Assassin, Heal Clip, Quickdraw","Bait and Switch, Explosive Payload, Triple Tap",3,Bait and Switch+Quickdraw | Envious Assassin+Explosive Payload | Heal Clip+Triple Tap,4118936670
985,Felwinter's Lie,preferred,Shotgun,Solar,1,0,0,1,"Cascade Point, Heal Clip, Slickdraw","Closing Time, Iron Reach, Opening Shot",3,Cascade Point+Opening Shot | Closing Time+Heal Clip | Closing Time+Slickdraw,218787950
986,Deadlock,preferred,Shotgun,Stasis,1,0,0,1,"Offhand Strike, Quickdraw, Surplus","Closing Time, One-Two Punch, Snapshot Sights",3,Closing Time+Quickdraw | Offhand Strike+Snapshot Sights | One-Two Punch+Surplus,3926987546
987,Astral Horizon,preferred,Shotgun,Kinetic,1,0,0,1,"Lead from Gold, Slideshot, Threat Detector","Celerity, Demolitionist, Elemental Capacitor",4,Celerity+Threat Detector | Demolitionist+Slideshot | Elemental Capacitor+Lead from Gold | Elemental Capacitor+Slideshot,1697682876
988,Cry Mutiny,preferred,Grenade Launcher,Solar,1,0,0,1,"Blast Distributor, Danger Zone, Demolitionist","Adrenaline Junkie, Full Court, Swashbuckler",3,Blast Distributor+Swashbuckler | Danger Zone+Swashbuckler | Demolitionist+Full Court,768696858
989,Convened Recurve,preferred,Combat Bow,Void,1,0,0,1,"Built to Blast, Repulsor Brace, Successful Warm-Up","Adagio, Butterfly, Destabilizing Rounds",3,Adagio+Repulsor Brace | Built to Blast+Destabilizing Rounds | Butterfly+Successful Warm-Up,3667861447
990,Bug-Out Bag,preferred,Submachine Gun,Solar,1,0,0,1,"Air Assault, Gutshot Straight, Perpetual Motion","Incandescent, Multikill Clip, Swashbuckler",3,Air Assault+Incandescent | Gutshot Straight+Swashbuckler | Multikill Clip+Perpetual Motion,2832639510
991,Boomslang-4fr,preferred,Linear Fusion Rifle,Arc,1,0,0,1,"Field Prep, Rapid Hit, Rolling Storm","Jolting Feedback, Successful Warm-Up, Vorpal Weapon",3,Field Prep+Successful Warm-Up | Rapid Hit+Successful Warm-Up | Rolling Storm+Vorpal Weapon,3926153598
992,Aurvandil FR6,preferred,Fusion Rifle,Stasis,1,0,0,1,"Firmly Planted, Hip-Fire Grip, Reconstruction","Elemental Capacitor, Golden Tricorn, Golden Tricorn Enhanced",3,Elemental Capacitor+Reconstruction | Firmly Planted+Golden Tricorn | Golden Tricorn Enhanced+Hip-Fire Grip,3786215462
993,Aurora Dawn,preferred,Sword,Stasis,1,0,0,1,"Proximity Power, Rimestealer, Sharp Harvest","One for All, Vorpal Weapon, Whirlwind Blade",3,One for All+Proximity Power | Rimestealer+Whirlwind Blade | Sharp Harvest+Vorpal Weapon,2111625436
994,Archon's Thunder,preferred,Machine Gun,Stasis,1,0,0,1,"Air Trigger, Fourth Time's the Charm, Rimestealer","Killing Tally, Onslaught, Rewind Rounds",3,Fourth Time's the Charm+Rewind Rounds | Killing Tally+Rimestealer | Rewind Rounds+Rimestealer,2896109856
995,Allied Demand,preferred,Sidearm,Kinetic,1,0,0,1,"Air Assault, Auto-Loading Holster, Rapid Hit","Frenzy, Multikill Clip, Under-Over",3,Air Assault+Frenzy | Auto-Loading Holster+Multikill Clip | Rapid Hit+Under-Over,1532276803
996,Wastelander M5,preferred,Shotgun,Kinetic,1,0,1,1,"Air Assault, Lead from Gold, Pugilist","Adagio, Harmony, Opening Shot",3,Adagio+Pugilist | Air Assault+Opening Shot | Harmony+Lead from Gold,1679868061
997,The Mountaintop,preferred,Grenade Launcher,Kinetic,1,0,0,1,"Demolitionist, Impulse Amplifier, Slickdraw","One for All, Rampage, Recombination",3,Demolitionist+Recombination | Impulse Amplifier+Rampage | One for All+Slickdraw,4043921923
998,The Time-Worn Spire,preferred,Pulse Rifle,Kinetic,1,0,0,1,"Slideways, Under Pressure","Iron Reach, Rampage",3,Iron Reach+Slideways | Iron Reach+Under Pressure | Rampage+Slideways,3593598010
999,The Immortal,preferred,Submachine Gun,Strand,1,0,0,1,"Attrition Orbs, Hatchling, Rangefinder","Lone Wolf, Master of Arms, Target Lock",3,Attrition Orbs+Lone Wolf | Hatchling+Master of Arms | Hatchling+Target Lock,2872063099
1000,Tarnished Mettle,preferred,Scout Rifle,Arc,1,0,1,1,"Killing Wind, Rapid Hit, Shoot to Loot","Dragonfly, Empty Traits Socket, Explosive Payload",3,Dragonfly+Shoot to Loot | Empty Traits Socket+Rapid Hit | Explosive Payload+Killing Wind,2218569744
1001,Something New,preferred,Hand Cannon,Stasis,1,0,0,1,"Subsistence, Triple Tap, Wellspring","Encore, Golden Tricorn, Golden Tricorn Enhanced",3,Encore+Subsistence | Golden Tricorn+Triple Tap | Golden Tricorn Enhanced+Triple Tap,3240434620
1002,Ogma PR6,preferred,Pulse Rifle,Solar,1,0,0,1,"Demolitionist, Heating Up, Unrelenting","Disruption Break, Wellspring",3,Demolitionist+Disruption Break | Heating Up+Wellspring | Unrelenting+Wellspring,324584912
1003,Division (Adept),preferred,Sidearm,Arc,0,1,0,1,"Eddy Current, Encore, Perfect Float","Kill Clip, Swashbuckler, Voltshot",3,Eddy Current+Swashbuckler | Encore+Voltshot | Kill Clip+Perfect Float,3734001727
1004,Aisha's Embrace,preferred,Scout Rifle,Void,1,0,0,1,"Demoralize, Encore, Eye of the Storm","Adagio, Desperate Measures, Destabilizing Rounds",3,Adagio+Encore | Demoralize+Desperate Measures | Destabilizing Rounds+Encore,3709368142
1005,The Riposte,preferred,Auto Rifle,Void,1,0,0,1,"Dimensional Shift, Tap the Trigger, Zen Moment","Binary Orbit, Built to Blast, Destabilizing Rounds",4,Binary Orbit+Tap the Trigger | Binary Orbit+Zen Moment | Built to Blast+Tap the Trigger | Built to Blast+Zen Moment,866434750
1006,Trachinus,preferred,Shotgun,Stasis,1,0,0,1,"Rapid Hit, Rimestealer","Chill Clip, Encore",2,Chill Clip+Rapid Hit | Encore+Rimestealer,2888021254
1007,Sorrow's Verse,preferred,Auto Rifle,Arc,1,0,0,1,"Feeding Frenzy, Recycled Energy, Subsistence","Frenzy, Multikill Clip, Rampage",2,Multikill Clip+Recycled Energy | Rampage+Recycled Energy,2557966895
1008,Rake Angle,preferred,Glaive,Stasis,1,0,0,1,"Impulse Amplifier, Pugilist, Replenishing Aegis","Close to Melee, Surrounded, Swashbuckler",2,Close to Melee+Pugilist | Replenishing Aegis+Swashbuckler,2298039571
1009,Pure Recollection,preferred,Shotgun,Void,1,0,0,1,Dual Loader,"Headseeker, Withering Gaze",2,Dual Loader+Headseeker | Dual Loader+Withering Gaze,1956186483
1010,Kept Confidence,preferred,Hand Cannon,Strand,1,0,1,1,"Air Assault, Loose Change, Quickdraw","Eye of the Storm, Gutshot Straight, Multikill Clip",2,Gutshot Straight+Quickdraw | Loose Change+Multikill Clip,1875512595
1011,Gunnora's Axe,preferred,Shotgun,Arc,1,0,0,1,"Auto-Loading Holster, Quickdraw","Slideshot, Triple Tap",2,Auto-Loading Holster+Triple Tap | Quickdraw+Slideshot,2326716489
1012,Gizmo Weft,preferred,Grenade Launcher,Strand,1,0,0,1,Air Trigger,"Elemental Honing, Hatchling",2,Air Trigger+Elemental Honing | Air Trigger+Hatchling,4069880346
1013,Afterlight (Adept),preferred,Fusion Rifle,Void,0,1,0,1,"Ambitious Assassin, Discord, Offhand Strike","Adagio, Cornered, Successful Warm-Up",2,Ambitious Assassin+Successful Warm-Up | Cornered+Offhand Strike,3953163559
1014,Aberrant Action,preferred,Sidearm,Solar,1,0,1,1,"Beacon Rounds, Empty Traits Socket, Field Prep","Golden Tricorn, Harmony, Reverberation",2,Beacon Rounds+Harmony | Empty Traits Socket+Reverberation,2198166292
1015,Warden's Law,preferred,Hand Cannon,Kinetic,1,0,0,1,"Fourth Time's the Charm, Snapshot Sights",Shot Swap,2,Fourth Time's the Charm+Shot Swap | Shot Swap+Snapshot Sights,1821529912
1016,The Summoner,preferred,Auto Rifle,Solar,1,0,0,1,"Dynamic Sway Reduction, Heal Clip, Overflow","Golden Tricorn, Golden Tricorn Enhanced, Onslaught",2,Dynamic Sway Reduction+Golden Tricorn Enhanced | Onslaught+Overflow,1820994983
1017,Spare Rations,preferred,Hand Cannon,Kinetic,1,0,0,1,"Offhand Strike, Slideshot","Kinetic Tremors, Vorpal Weapon",2,Kinetic Tremors+Slideshot | Offhand Strike+Vorpal Weapon,3236112986
1018,Shadow Price,preferred,Auto Rifle,Arc,1,0,0,1,"Bottomless Grief, Surplus","Thresh, Unrelenting",2,Bottomless Grief+Unrelenting | Surplus+Thresh,2633186522
1019,Salvager's Salvo,preferred,Grenade Launcher,Arc,1,0,0,1,"Ambitious Assassin, Chain Reaction, Demolitionist","Gear Shift, Reaper's Tithe, Rolling Storm",2,Chain Reaction+Gear Shift | Demolitionist+Gear Shift,2461640837
1020,Rapacious Appetite,preferred,Submachine Gun,Stasis,1,0,1,1,"Encore, Offhand Strike, Perpetual Motion","Cascade Point, Headstone, One for All",2,Encore+One for All | Headstone+Offhand Strike,1081724548
1021,Psi Aeterna IV,preferred,Pulse Rifle,Arc,1,0,0,1,"Eddy Current, Reverberation, Stats for All","Collective Pugilism, Elemental Honing, One for All",2,Collective Pugilism+Reverberation | Eddy Current+One for All,3556730800
1022,Pressurized Precision,preferred,Fusion Rifle,Strand,1,0,0,1,"Firmly Planted, Moving Target","Hatchling, Kickstart",2,Firmly Planted+Hatchling | Kickstart+Moving Target,293709640
1023,Peacebond,preferred,Sidearm,Stasis,1,0,0,1,"Headstone, Zen Moment","Kill Clip, Rimestealer",2,Headstone+Kill Clip | Rimestealer+Zen Moment,3437370193
1024,Nameless Midnight,preferred,Scout Rifle,Kinetic,1,0,0,1,"Explosive Payload, High-Impact Reserves","Opening Shot, Rampage",2,Explosive Payload+Rampage | High-Impact Reserves+Opening Shot,3040742682
1025,Mos Athanor IV,preferred,Hand Cannon,Void,1,0,0,1,"Built to Blast, Destabilizing Rounds","Precision Instrument, Sword Logic",2,Built to Blast+Sword Logic | Destabilizing Rounds+Precision Instrument,4118334987
1026,Exalted Truth,preferred,Hand Cannon,Void,1,0,0,1,"Keep Away, Lone Wolf, Withering Gaze","Demoralize, Eye of the Storm, Repulsor Brace",3,Eye of the Storm+Withering Gaze | Keep Away+Repulsor Brace | Lone Wolf+Repulsor Brace,3436626079
1027,Mistral Lift,preferred,Linear Fusion Rifle,Void,1,0,0,1,"Envious Arsenal, Moving Target",Firing Line,2,Envious Arsenal+Firing Line | Firing Line+Moving Target,3483485727
1028,Mercury-A,preferred,Combat Bow,Kinetic,1,0,0,1,Successful Warm-Up,"High Ground, Kinetic Tremors",2,High Ground+Successful Warm-Up | Kinetic Tremors+Successful Warm-Up,2838279629
1029,Keen Thistle,preferred,Sniper Rifle,Solar,1,0,0,1,"Envious Arsenal, Incandescent, Snapshot Sights","Bait and Switch, Closing Time, Fourth Time's the Charm",2,Closing Time+Incandescent | Fourth Time's the Charm+Snapshot Sights,2499834164
1030,Infinite Paths 8,preferred,Pulse Rifle,Arc,1,0,0,1,"Auto-Loading Holster, Demolitionist","Dragonfly, Shield Disorient",2,Auto-Loading Holster+Dragonfly | Demolitionist+Shield Disorient,3233390913
1031,Aureus Neutralizer,preferred,Hand Cannon,Kinetic,1,0,0,1,"Grave Robber, Threat Remover","Cascade Point, Desperate Measures",2,Cascade Point+Grave Robber | Desperate Measures+Threat Remover,3981920134
1032,Aisha's Care,preferred,Pulse Rifle,Strand,1,0,0,1,"Encore, Gutshot Straight, Outlaw","Collective Action, Golden Tricorn, Golden Tricorn Enhanced",2,Collective Action+Encore | Golden Tricorn Enhanced+Outlaw,3969379530
1033,Adored,preferred,Sniper Rifle,Arc,1,0,0,1,"Elemental Capacitor, Supercharged Magazine","Closing Time, No Distractions",2,Closing Time+Elemental Capacitor | No Distractions+Supercharged Magazine,1405095983
1034,Syncopation-53,preferred,Pulse Rifle,Stasis,1,0,1,1,"Moving Target, Steady Hands","Headstone, Rangefinder",2,Headstone+Moving Target | Rangefinder+Steady Hands,2856514843
1035,Unending Tempest,preferred,Submachine Gun,Stasis,1,0,0,1,"Gutshot Straight, Killing Wind, Shot Swap","Fragile Focus, Rangefinder, Surrounded",3,Killing Wind+Rangefinder | Killing Wind+Surrounded | Shot Swap+Surrounded,2510526114
1036,Roar of the Bear,preferred,Rocket Launcher,Solar,1,0,0,1,"Field Prep, Tracking Module","Incandescent, Lasting Impression",2,Field Prep+Incandescent | Lasting Impression+Tracking Module,4009352833
1037,Red Tape,preferred,Scout Rifle,Stasis,1,0,0,1,"Closing Time, Lone Wolf","One for All, Rampage",2,Closing Time+One for All | Lone Wolf+Rampage,3423493037
1038,Ragnhild-D,preferred,Shotgun,Kinetic,1,0,1,1,"Dual Loader, Ensemble, Subsistence","Adrenaline Junkie, Demolitionist, Thresh",2,Adrenaline Junkie+Dual Loader | Ensemble+Thresh,4225322581
1039,Occluded Finality,preferred,Sniper Rifle,Arc,1,0,0,1,"Mulligan, Rapid Hit","Elemental Capacitor, Vorpal Weapon",2,Elemental Capacitor+Rapid Hit | Mulligan+Vorpal Weapon,852551895
1040,Hardline Cut,preferred,Sword,Arc,1,0,0,1,"Flash Counter, Tireless Blade","Eager Edge, Jolting Feedback",2,Eager Edge+Flash Counter | Jolting Feedback+Tireless Blade,3461043766
1041,Eighty-Six,preferred,Sword,Strand,1,0,0,1,"Duelist's Trance, Flash Counter, Slice","Attrition Orbs, Binary Orbit, En Garde",2,Attrition Orbs+Duelist's Trance | En Garde+Slice,2344383760
1042,Duty Bound,preferred,Auto Rifle,Kinetic,1,0,0,1,"Stats for All, Triple Tap","One for All, Rampage",2,One for All+Triple Tap | Rampage+Stats for All,435216110
