copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
722,The Recluse,preferred,Submachine Gun,Void,1,0,0,0,1,"Feeding Frenzy, Hip-Fire Grip, Threat Detector","Desperate Measures, Frenzy, Surrounded",3,,,Desperate Measures+Feeding Frenzy | Frenzy+Threat Detector | Hip-Fire Grip+Surrounded,3098328572
723,Imperial Decree,preferred,Shotgun,Kinetic,1,0,0,1,1,"Feeding Frenzy, Full Auto Trigger System, Pulse Monitor","Moving Target, Swashbuckler",3,,,Feeding Frenzy+Moving Target | Full Auto Trigger System+Swashbuckler | Moving Target+Pulse Monitor,2919334548
724,Heliocentric QSc,preferred,Sidearm,Solar,1,0,0,0,1,"Demolitionist, Heal Clip, Rangefinder","Adrenaline Junkie, Incandescent, Surrounded",3,,,Adrenaline Junkie+Heal Clip | Incandescent+Rangefinder | Rangefinder+Surrounded,3998080529
725,Half-Truths,preferred,Sword,Arc,1,0,0,1,1,"Relentless Strikes, Thresh, Tireless Blade","Chain Reaction, Harmony",3,,,Chain Reaction+Thresh | Harmony+Relentless Strikes | Harmony+Tireless Blade,3257091166
726,Gridskipper,preferred,Pulse Rifle,Void,1,0,0,0,1,"Killing Wind, Zen Moment","Destabilizing Rounds, Elemental Capacitor, Headseeker",3,,,Destabilizing Rounds+Zen Moment | Elemental Capacitor+Zen Moment | Headseeker+Killing Wind,3433930495
727,Stay Frosty,preferred,Pulse Rifle,Stasis,1,0,0,0,1,"Encore, Rimestealer, Tunnel Vision","Adrenaline Junkie, Desperate Measures, Frenzy",3,,,Adrenaline Junkie+Encore | Desperate Measures+Tunnel Vision | Frenzy+Rimestealer,3910523587
728,Crimil's Dagger,preferred,Hand Cannon,Kinetic,1,0,0,0,1,"Auto-Loading Holster, Moving Target, Outlaw","Field Prep, Hip-Fire Grip, Timed Payload",3,,,Auto-Loading Holster+Hip-Fire Grip | Field Prep+Outlaw | Moving Target+Timed Payload,4292849692
729,Aisha's Care,preferred,Pulse Rifle,Strand,1,0,0,0,1,"Gutshot Straight, Slice, Under Pressure","Collective Action, Desperado, Golden Tricorn Enhanced",3,,,Desperado+Slice | Desperado+Under Pressure | Golden Tricorn Enhanced+Slice,3969379530
730,Hawthorne's Field-Forged Shotgun,preferred,Shotgun,Kinetic,1,0,0,0,1,"Firmly Planted, Full Auto Trigger System","Hip-Fire Grip, Surrounded",2,,,Firmly Planted+Hip-Fire Grip | Full Auto Trigger System+Surrounded,1807343361
731,Bite of the Fox,preferred,Sniper Rifle,Kinetic,1,0,0,0,1,"Firmly Planted, Threat Detector","Ambitious Assassin, Moving Target",2,,,Ambitious Assassin+Threat Detector | Firmly Planted+Moving Target,3169616514
732,Warden's Law,preferred,Hand Cannon,Kinetic,1,0,1,0,1,"Discord, Enlightened Action, Moving Target","Rampage, Shot Swap, Vorpal Weapon",2,,,Enlightened Action+Vorpal Weapon | Moving Target+Rampage,1821529912
733,Mos Athanor IV,preferred,Hand Cannon,Void,1,0,1,0,1,"Built to Blast, Destabilizing Rounds, Slideways","Adagio, Demoralize, Precision Instrument",2,,,Destabilizing Rounds+Precision Instrument | Precision Instrument+Slideways,4118334987
734,Better Devils,preferred,Hand Cannon,Kinetic,1,0,1,0,1,"Snapshot Sights, Triple Tap",Timed Payload,2,,,Snapshot Sights+Timed Payload | Timed Payload+Triple Tap,153979397
735,Throne-Cleaver,preferred,Sword,Void,1,0,0,0,1,Shattering Blade,Assassin's Blade,1,,,Assassin's Blade+Shattering Blade,569799273
736,Pressurized Precision,preferred,Fusion Rifle,Strand,1,0,0,0,1,Moving Target,Kickstart,1,,,Kickstart+Moving Target,293709640
737,Lonesome,preferred,Sidearm,Kinetic,1,0,1,0,1,Full Auto Trigger System,Multikill Clip,1,,,Full Auto Trigger System+Multikill Clip,843171043
738,Retrofuturist,preferred,Shotgun,Void,1,0,1,0,1,"Hip-Fire Grip, Slickdraw, Stats for All","Barrel Constrictor, Envious Assassin, High Ground",8,,,Barrel Constrictor+Hip-Fire Grip | Barrel Constrictor+Stats for All | Envious Assassin+Hip-Fire Grip | Envious Assassin+Slickdraw | Envious Assassin+Stats for All | High Ground+Hip-Fire Grip | High Ground+Slickdraw | High Ground+Stats for All,1612781792
739,Chivalric Fire,preferred,Sword,Void,1,0,1,0,1,"Dimensional Shift, Strategist, Tilting at Windmills","Collective Action, Eager Edge, Energy Transfer",8,,,Collective Action+Strategist | Collective Action+Tilting at Windmills | Dimensional Shift+Eager Edge | Dimensional Shift+Energy Transfer | Eager Edge+Strategist | Eager Edge+Tilting at Windmills | Energy Transfer+Strategist | Energy Transfer+Tilting at Windmills,938936806
740,Strident Whistle,preferred,Combat Bow,Solar,0,0,1,0,1,"Archer's Tempo, Shoot to Loot, Sneak Bow","Cornered, Turnabout, Wellspring",8,,,Archer's Tempo+Turnabout | Archer's Tempo+Wellspring | Cornered+Shoot to Loot | Cornered+Sneak Bow | Shoot to Loot+Turnabout | Shoot to Loot+Wellspring | Sneak Bow+Turnabout | Sneak Bow+Wellspring,2591241074
741,Non-Denouement (Adept),preferred,Combat Bow,Arc,0,1,0,1,0,"Archer's Tempo, Hip-Fire Grip, Successful Warm-Up","Chaos Reshaped, Gear Shift, One for All",8,,,Archer's Tempo+Chaos Reshaped | Archer's Tempo+Gear Shift | Archer's Tempo+One for All | Chaos Reshaped+Successful Warm-Up | Gear Shift+Hip-Fire Grip | Gear Shift+Successful Warm-Up | Hip-Fire Grip+One for All | One for All+Successful Warm-Up,1039915310
742,Vision of Confluence (Timelost),preferred,Scout Rifle,Solar,0,1,0,1,0,"Butterfly, Incandescent, Light Touch","Desperate Measures, Explosive Payload, Kill Clip",8,,,Butterfly+Explosive Payload | Butterfly+Kill Clip | Desperate Measures+Incandescent | Desperate Measures+Light Touch | Explosive Payload+Incandescent | Explosive Payload+Light Touch | Incandescent+Kill Clip | Kill Clip+Light Touch,337578911
743,Blowout,preferred,Rocket Launcher,Arc,0,0,1,0,1,"Genesis, Sympathetic Arsenal, Turnabout","Frenzy, Golden Tricorn Enhanced, Swashbuckler",8,,,Frenzy+Genesis | Frenzy+Sympathetic Arsenal | Frenzy+Turnabout | Genesis+Golden Tricorn Enhanced | Golden Tricorn Enhanced+Sympathetic Arsenal | Golden Tricorn Enhanced+Turnabout | Swashbuckler+Sympathetic Arsenal | Swashbuckler+Turnabout,1903182562
744,Ammit AR2,preferred,Auto Rifle,Solar,1,0,0,1,1,"Surplus, Triple Tap, Turnabout","Adaptive Munitions, Incandescent, Tap the Trigger",8,,,Adaptive Munitions+Surplus | Adaptive Munitions+Triple Tap | Incandescent+Surplus | Incandescent+Triple Tap | Incandescent+Turnabout | Surplus+Tap the Trigger | Tap the Trigger+Triple Tap | Tap the Trigger+Turnabout,2119346509
745,Live Fire,preferred,Scout Rifle,Stasis,1,0,0,0,1,"Air Trigger, Heating Up, Perfect Float","Rampage, Shoot to Loot, To the Pain",7,,,Air Trigger+Shoot to Loot | Air Trigger+To the Pain | Heating Up+Shoot to Loot | Heating Up+To the Pain | Perfect Float+Rampage | Perfect Float+Shoot to Loot | Perfect Float+To the Pain,3612142623
746,Submission (Adept),preferred,Submachine Gun,Kinetic,0,1,0,1,0,"Closing Time, Kinetic Tremors, Sleight of Hand","Harmony, Killing Wind, Target Lock",7,,,Closing Time+Harmony | Closing Time+Killing Wind | Closing Time+Target Lock | Harmony+Kinetic Tremors | Killing Wind+Sleight of Hand | Kinetic Tremors+Target Lock | Sleight of Hand+Target Lock,1941816543
747,Qullim's Terminus (Harrowed),preferred,Machine Gun,Stasis,0,1,0,1,0,"Ensemble, Heating Up, Slickdraw","Firing Line, Killing Tally, Mega Kill Clip",7,,,Ensemble+Killing Tally | Ensemble+Mega Kill Clip | Firing Line+Heating Up | Firing Line+Slickdraw | Heating Up+Killing Tally | Heating Up+Mega Kill Clip | Killing Tally+Slickdraw,3248429089
748,Lubrae's Ruin (Adept),preferred,Glaive,Solar,0,1,0,1,0,"Close to Melee, Immovable Object, Killing Wind","Surrounded, Swashbuckler, Vorpal Weapon",7,,,Close to Melee+Surrounded | Close to Melee+Swashbuckler | Close to Melee+Vorpal Weapon | Immovable Object+Surrounded | Immovable Object+Swashbuckler | Immovable Object+Vorpal Weapon | Killing Wind+Surrounded,1466006054
749,Forthcoming Deviance (Adept),preferred,Glaive,Void,0,1,0,1,0,"Dimensional Shift, Reconstruction, Replenishing Aegis","Chaos Reshaped, Close to Melee, Unstoppable Force",7,,,Chaos Reshaped+Dimensional Shift | Chaos Reshaped+Reconstruction | Chaos Reshaped+Replenishing Aegis | Close to Melee+Dimensional Shift | Close to Melee+Reconstruction | Dimensional Shift+Unstoppable Force | Reconstruction+Unstoppable Force,3123651616
750,Tempered Dynamo,preferred,Fusion Rifle,Arc,1,0,1,0,1,"Backup Plan, Rewind Rounds, Supercharged Magazine","Discord, Gear Shift, Jolting Feedback",7,,,Backup Plan+Discord | Backup Plan+Jolting Feedback | Discord+Rewind Rounds | Discord+Supercharged Magazine | Gear Shift+Rewind Rounds | Gear Shift+Supercharged Magazine | Jolting Feedback+Rewind Rounds,2925315757
751,Smite of Merain (Harrowed),preferred,Pulse Rifle,Kinetic,0,1,0,1,0,"Ancillary Ordinance, Ensemble, Focused Fury","All-Star, Gutshot Straight, Swashbuckler",7,,,All-Star+Ensemble | All-Star+Focused Fury | Ancillary Ordinance+Gutshot Straight | Ancillary Ordinance+Swashbuckler | Ensemble+Swashbuckler | Focused Fury+Gutshot Straight | Focused Fury+Swashbuckler,3407395594
752,Pointed Inquiry,preferred,Scout Rifle,Void,1,0,0,1,1,"Compulsive Reloader, Empty Traits Socket, Firmly Planted","Adaptive Munitions, Demoralize, Precision Instrument",7,,,Adaptive Munitions+Empty Traits Socket | Adaptive Munitions+Firmly Planted | Compulsive Reloader+Demoralize | Compulsive Reloader+Precision Instrument | Demoralize+Empty Traits Socket | Empty Traits Socket+Precision Instrument | Firmly Planted+Precision Instrument,297296830
753,Song of Ir Yût (Adept),preferred,Machine Gun,Arc,0,1,0,1,0,"Jolting Feedback, Supercharged Magazine, Unrelenting","Cascade Point, Elemental Capacitor, Sword Logic",7,,,Cascade Point+Supercharged Magazine | Cascade Point+Unrelenting | Elemental Capacitor+Supercharged Magazine | Elemental Capacitor+Unrelenting | Jolting Feedback+Sword Logic | Supercharged Magazine+Sword Logic | Sword Logic+Unrelenting,407511664
754,Round Robin,preferred,Hand Cannon,Strand,1,0,0,1,1,"Keep Away, Slideshot, Tear","Adagio, Empty Traits Socket, Pugilist",7,,,Adagio+Keep Away | Adagio+Tear | Empty Traits Socket+Keep Away | Empty Traits Socket+Slideshot | Empty Traits Socket+Tear | Keep Away+Pugilist | Pugilist+Tear,2034215657
755,Origin Story,preferred,Auto Rifle,Kinetic,1,0,1,0,1,"Attrition Orbs, Strategist, Zen Moment","Kinetic Tremors, Onslaught, Pugilist",7,,,Attrition Orbs+Kinetic Tremors | Attrition Orbs+Onslaught | Kinetic Tremors+Strategist | Kinetic Tremors+Zen Moment | Onslaught+Zen Moment | Pugilist+Strategist | Pugilist+Zen Moment,2826850739
756,Mykel's Reverence (Adept),preferred,Sidearm,Strand,0,1,0,1,0,"Collective Demolition, Elemental Capacitor, Slice","Frenzy, Paracausal Affinity, Swashbuckler",7,,,Collective Demolition+Paracausal Affinity | Collective Demolition+Swashbuckler | Elemental Capacitor+Frenzy | Elemental Capacitor+Paracausal Affinity | Elemental Capacitor+Swashbuckler | Frenzy+Slice | Slice+Swashbuckler,1986287028
757,Dimensional Hypotrochoid,preferred,Grenade Launcher,Stasis,1,0,0,1,1,"Envious Arsenal, Field Prep, Threat Detector","Disruption Break, Pugilist, Vorpal Weapon",7,,,Disruption Break+Envious Arsenal | Disruption Break+Threat Detector | Envious Arsenal+Pugilist | Envious Arsenal+Vorpal Weapon | Field Prep+Pugilist | Pugilist+Threat Detector | Threat Detector+Vorpal Weapon,1311684613
758,21% Delirium,preferred,Machine Gun,Arc,1,0,1,0,1,"Eddy Current, Light Touch, Trickle Charge","Jolting Feedback, Killing Tally, One for All",7,,,Eddy Current+Jolting Feedback | Eddy Current+Killing Tally | Eddy Current+One for All | Jolting Feedback+Light Touch | Killing Tally+Light Touch | Killing Tally+Trickle Charge | Light Touch+One for All,3001598094
759,Volta Bracket,preferred,Sniper Rifle,Strand,1,0,0,1,1,"Ambitious Assassin, Lucky Shot, Shoot to Loot","Mega Kill Clip, Rewind Rounds, Under Pressure",6,,,Ambitious Assassin+Rewind Rounds | Ambitious Assassin+Under Pressure | Lucky Shot+Rewind Rounds | Lucky Shot+Under Pressure | Mega Kill Clip+Shoot to Loot | Rewind Rounds+Shoot to Loot,3920310144
760,Someday,preferred,Shotgun,Kinetic,1,0,0,1,1,"Dual Loader, Empty Traits Socket, Strategist","Barrel Constrictor, Collective Action, Recombination",6,,,Barrel Constrictor+Empty Traits Socket | Barrel Constrictor+Strategist | Collective Action+Dual Loader | Dual Loader+Recombination | Empty Traits Socket+Recombination | Recombination+Strategist,3232203524
761,Swordbreaker (Adept),preferred,Shotgun,Strand,0,1,0,1,0,"Elemental Capacitor, Paracausal Affinity, Slideshot","Aggregate Charge, One-Two Punch, Sword Logic",6,,,Aggregate Charge+Paracausal Affinity | Elemental Capacitor+One-Two Punch | Elemental Capacitor+Sword Logic | One-Two Punch+Paracausal Affinity | Paracausal Affinity+Sword Logic | Slideshot+Sword Logic,1239700299
762,Hushed Whisper,preferred,Combat Bow,Strand,1,0,0,0,1,"Lead From Light, Snapshot Sights, Tear","Collective Pugilism, Explosive Head, Precision Instrument",6,,,Collective Pugilism+Snapshot Sights | Collective Pugilism+Tear | Explosive Head+Snapshot Sights | Explosive Head+Tear | Lead From Light+Precision Instrument | Precision Instrument+Tear,3574168117
763,Critical Anomaly (Adept),preferred,Sniper Rifle,Stasis,0,1,0,1,0,"Chill Clip, Crystalline Corpsebloom, Quickdraw","Chaos Reshaped, Mega Kill Clip, Triple Tap",6,,,Chaos Reshaped+Chill Clip | Chaos Reshaped+Quickdraw | Chill Clip+Triple Tap | Crystalline Corpsebloom+Mega Kill Clip | Crystalline Corpsebloom+Triple Tap | Mega Kill Clip+Quickdraw,172461430
764,Albedo Wing,preferred,Glaive,Arc,1,0,0,0,1,"Beacon Rounds, Immovable Object, Replenishing Aegis","Attrition Orbs, Deconstruct, Golden Tricorn",6,,,Attrition Orbs+Replenishing Aegis | Beacon Rounds+Golden Tricorn | Deconstruct+Immovable Object | Deconstruct+Replenishing Aegis | Golden Tricorn+Immovable Object | Golden Tricorn+Replenishing Aegis,2680976411
765,Thin Precipice,preferred,Sword,Strand,1,0,0,1,1,"Steady Hands, Tireless Blade, Valiant Charge","Chain Reaction, Counterattack, Golden Tricorn Enhanced",6,,,Chain Reaction+Steady Hands | Chain Reaction+Valiant Charge | Counterattack+Steady Hands | Counterattack+Valiant Charge | Golden Tricorn Enhanced+Steady Hands | Golden Tricorn Enhanced+Tireless Blade,4066778670
766,The Riposte,preferred,Auto Rifle,Void,1,0,1,0,1,"Dimensional Shift, Tap the Trigger, Zen Moment","Binary Orbit, Built to Blast, Destabilizing Rounds",6,,,Binary Orbit+Dimensional Shift | Binary Orbit+Tap the Trigger | Binary Orbit+Zen Moment | Built to Blast+Dimensional Shift | Built to Blast+Tap the Trigger | Built to Blast+Zen Moment,866434750
767,Imminence (Adept),preferred,Submachine Gun,Strand,0,1,0,1,0,"Ambitious Assassin, Fragile Focus, Tear","Chaos Reshaped, Strategist, Target Lock",6,,,Ambitious Assassin+Chaos Reshaped | Ambitious Assassin+Target Lock | Chaos Reshaped+Tear | Fragile Focus+Strategist | Fragile Focus+Target Lock | Target Lock+Tear,3951511045
768,Tinasha's Mastery,preferred,Sidearm,Stasis,1,0,0,0,1,"Loose Change, Offhand Strike, Reverberation","Chill Clip, One for All, Surrounded",6,,,Chill Clip+Loose Change | Chill Clip+Offhand Strike | Chill Clip+Reverberation | Loose Change+Surrounded | Offhand Strike+One for All | Reverberation+Surrounded,480368036
769,Prolonged Engagement,preferred,Submachine Gun,Stasis,1,0,1,0,1,"Air Assault, Dynamic Sway Reduction, Perfect Float","Encore, Rangefinder, Target Lock",6,,,Air Assault+Encore | Air Assault+Target Lock | Dynamic Sway Reduction+Encore | Encore+Perfect Float | Perfect Float+Rangefinder | Perfect Float+Target Lock,2349907931
770,Royal Entry,preferred,Rocket Launcher,Void,0,0,1,0,1,"Auto-Loading Holster, Pulse Monitor, Rangefinder","Clown Cartridge, Cluster Bomb, Wellspring",6,,,Auto-Loading Holster+Cluster Bomb | Auto-Loading Holster+Wellspring | Clown Cartridge+Pulse Monitor | Clown Cartridge+Rangefinder | Cluster Bomb+Pulse Monitor | Rangefinder+Wellspring,2448907086
771,Qua Xaphan V,preferred,Machine Gun,Void,0,0,1,0,1,"Field Prep, Offhand Strike, Triple Tap","High Ground, Thresh, Wellspring",6,,,Field Prep+High Ground | Field Prep+Thresh | High Ground+Offhand Strike | Offhand Strike+Wellspring | Thresh+Triple Tap | Triple Tap+Wellspring,1975125963
772,No Hesitation,preferred,Auto Rifle,Solar,1,0,0,1,1,"Burning Ambition, Physic, Target Lock","Circle of Life, Desperate Measures, Empty Traits Socket",6,,,Burning Ambition+Desperate Measures | Burning Ambition+Empty Traits Socket | Desperate Measures+Physic | Desperate Measures+Target Lock | Empty Traits Socket+Physic | Empty Traits Socket+Target Lock,1801007332
773,Nessa's Oblation (Adept),preferred,Shotgun,Void,0,1,0,1,0,"Dragonfly, Envious Assassin, Fourth Time's the Charm","Demoralize, Meganeura, Paracausal Affinity",6,,,Demoralize+Fourth Time's the Charm | Dragonfly+Paracausal Affinity | Envious Assassin+Meganeura | Envious Assassin+Paracausal Affinity | Fourth Time's the Charm+Meganeura | Fourth Time's the Charm+Paracausal Affinity,522366885
774,Fang of Ir Yût (Adept),preferred,Scout Rifle,Strand,0,1,0,1,0,"Shoot to Loot, Surplus, Tear","Golden Tricorn Enhanced, Meganeura, Sword Logic",6,,,Golden Tricorn Enhanced+Shoot to Loot | Meganeura+Surplus | Meganeura+Tear | Shoot to Loot+Sword Logic | Surplus+Sword Logic | Sword Logic+Tear,128782990
775,Cataclysmic (Adept),preferred,Linear Fusion Rifle,Solar,0,1,0,1,0,"Burning Ambition, No Distractions, Sleight of Hand","Aggregate Charge, Clown Cartridge, Turnabout",6,,,Aggregate Charge+No Distractions | Aggregate Charge+Sleight of Hand | Burning Ambition+Clown Cartridge | Burning Ambition+Turnabout | No Distractions+Turnabout | Sleight of Hand+Turnabout,2886339027
776,Defiance of Yasmin (Harrowed),preferred,Sniper Rifle,Kinetic,0,1,0,1,0,"Osmosis, Rewind Rounds, Stopping Power","Firing Line, Moving Target, Opening Shot",6,,,Firing Line+Osmosis | Firing Line+Stopping Power | Moving Target+Osmosis | Moving Target+Rewind Rounds | Opening Shot+Osmosis | Opening Shot+Stopping Power,3503019618
777,Bold Endings,preferred,Hand Cannon,Stasis,1,0,0,1,1,"Air Trigger, Headstone, Opening Shot","Demolitionist, Dragonfly, Golden Tricorn",6,,,Air Trigger+Dragonfly | Air Trigger+Golden Tricorn | Dragonfly+Headstone | Dragonfly+Opening Shot | Golden Tricorn+Headstone | Golden Tricorn+Opening Shot,496728945
778,A Distant Pull,preferred,Sniper Rifle,Stasis,1,0,0,1,1,"Ambitious Assassin, Overflow, Tunnel Vision","Collective Action, Explosive Payload, Killing Wind",6,,,Ambitious Assassin+Collective Action | Collective Action+Tunnel Vision | Explosive Payload+Overflow | Explosive Payload+Tunnel Vision | Killing Wind+Overflow | Killing Wind+Tunnel Vision,1769847435
779,The Summoner,preferred,Auto Rifle,Solar,1,0,0,0,1,"Heal Clip, Overflow, Zen Moment","Golden Tricorn, Tap the Trigger, Target Lock",6,,,Golden Tricorn+Overflow | Golden Tricorn+Zen Moment | Heal Clip+Tap the Trigger | Heal Clip+Target Lock | Overflow+Tap the Trigger | Tap the Trigger+Zen Moment,1820994983
780,Palmyra-B,preferred,Rocket Launcher,Stasis,1,0,0,1,1,"Empty Traits Socket, Ensemble, Surplus","Chill Clip, Explosive Light, Lasting Impression",6,,,Chill Clip+Empty Traits Socket | Chill Clip+Ensemble | Chill Clip+Surplus | Empty Traits Socket+Explosive Light | Ensemble+Explosive Light | Explosive Light+Surplus,3489657138
781,Riptide,preferred,Fusion Rifle,Stasis,1,0,1,0,1,"Compulsive Reloader, Perpetual Motion, Well-Rounded","Cornered, Thresh, Unrelenting",7,,,Compulsive Reloader+Cornered | Compulsive Reloader+Thresh | Cornered+Perpetual Motion | Cornered+Well-Rounded | Perpetual Motion+Thresh | Perpetual Motion+Unrelenting | Unrelenting+Well-Rounded,2715240478
782,Nullify (Adept),preferred,Pulse Rifle,Solar,0,1,0,1,0,"Collective Demolition, Rapid Hit, Under-Over","Attrition Orbs, Desperate Measures, Multikill Clip",6,,,Attrition Orbs+Rapid Hit | Attrition Orbs+Under-Over | Collective Demolition+Desperate Measures | Desperate Measures+Rapid Hit | Desperate Measures+Under-Over | Multikill Clip+Under-Over,892183998
783,Liturgy,preferred,Grenade Launcher,Stasis,1,0,0,0,1,"Envious Arsenal, Perpetual Motion, Strategist","Chain Reaction, Chill Clip, Swashbuckler",6,,,Chain Reaction+Perpetual Motion | Chain Reaction+Strategist | Chill Clip+Envious Arsenal | Chill Clip+Strategist | Envious Arsenal+Swashbuckler | Perpetual Motion+Swashbuckler,3377522331
784,Koraxis's Distress (Adept),preferred,Grenade Launcher,Strand,0,1,0,1,0,"Chain Reaction, Impulse Amplifier, Reconstruction","Chaos Reshaped, Harmony, Hatchling",6,,,Chain Reaction+Chaos Reshaped | Chain Reaction+Harmony | Chain Reaction+Hatchling | Harmony+Impulse Amplifier | Harmony+Reconstruction | Hatchling+Impulse Amplifier,495442100
785,Deliverance (Adept),preferred,Fusion Rifle,Stasis,0,1,0,1,0,"Crystalline Corpsebloom, Heating Up, Steady Hands","Chill Clip, Controlled Burst, Surrounded",6,,,Chill Clip+Steady Hands | Controlled Burst+Heating Up | Controlled Burst+Steady Hands | Crystalline Corpsebloom+Surrounded | Heating Up+Surrounded | Steady Hands+Surrounded,2943293195
786,Cynosure,preferred,Rocket Launcher,Strand,1,0,1,0,1,"Clown Cartridge, Field Prep, Sympathetic Arsenal","Hatchling, Quickdraw, Reverberation",6,,,Clown Cartridge+Hatchling | Field Prep+Hatchling | Field Prep+Quickdraw | Field Prep+Reverberation | Hatchling+Sympathetic Arsenal | Reverberation+Sympathetic Arsenal,694275488
787,Zephyr,preferred,Sword,Stasis,1,0,0,0,1,"Osmosis, Thresh, Turnabout","Chain Reaction, Surrounded, Vorpal Weapon",6,,,Chain Reaction+Turnabout | Osmosis+Surrounded | Osmosis+Vorpal Weapon | Surrounded+Thresh | Thresh+Vorpal Weapon | Turnabout+Vorpal Weapon,396910433
788,Fortissimo-11,preferred,Shotgun,Kinetic,1,0,1,0,1,"Perpetual Motion, Steady Hands, Threat Detector","Adagio, Focused Fury, Osmosis",6,,,Adagio+Perpetual Motion | Adagio+Steady Hands | Adagio+Threat Detector | Focused Fury+Threat Detector | Osmosis+Perpetual Motion | Osmosis+Steady Hands,963732595
789,Semiotician,preferred,Rocket Launcher,Strand,1,0,0,1,1,"Empty Traits Socket, Perpetual Motion, Shot Swap","Bipod, Danger Zone, Hatchling",5,,,Bipod+Empty Traits Socket | Bipod+Perpetual Motion | Danger Zone+Empty Traits Socket | Danger Zone+Shot Swap | Hatchling+Shot Swap,2922749929
790,Wicked Sister,preferred,Grenade Launcher,Strand,0,0,1,0,1,"Clown Cartridge, Danger Zone, Strategist","Deconstruct, Demolitionist, Full Court",5,,,Clown Cartridge+Full Court | Danger Zone+Demolitionist | Deconstruct+Strategist | Demolitionist+Strategist | Full Court+Strategist,2039776723
791,Submersion,preferred,Combat Bow,Stasis,1,0,0,0,1,"Bolt Scavenger, Impulse Amplifier, Lead From Light","Aggregate Charge, Firing Line, Headstone",5,,,Aggregate Charge+Lead From Light | Bolt Scavenger+Headstone | Firing Line+Impulse Amplifier | Firing Line+Lead From Light | Headstone+Impulse Amplifier,3524386983
792,Ribbontail,preferred,Trace Rifle,Strand,1,0,0,0,1,"Envious Arsenal, Threat Detector, Transcendent Moment","Killing Tally, Redirection, Tear",5,,,Envious Arsenal+Redirection | Envious Arsenal+Tear | Killing Tally+Transcendent Moment | Redirection+Threat Detector | Tear+Threat Detector,407150808
793,Resounding,preferred,Fusion Rifle,Strand,1,0,1,0,1,"Ambitious Assassin, Compulsive Reloader, Cornered","Rampage, Strategist, Surrounded",5,,,Ambitious Assassin+Surrounded | Compulsive Reloader+Strategist | Compulsive Reloader+Surrounded | Cornered+Rampage | Cornered+Strategist,3273807888
794,Positive Outlook,preferred,Auto Rifle,Void,1,0,1,0,1,"Invisible Hand, Perfect Float, Tap the Trigger","Cascade Point, Destabilizing Rounds, Repulsor Brace",5,,,Cascade Point+Tap the Trigger | Destabilizing Rounds+Invisible Hand | Destabilizing Rounds+Perfect Float | Invisible Hand+Repulsor Brace | Perfect Float+Repulsor Brace,491078457
795,Peculiar Charm,preferred,Submachine Gun,Kinetic,1,0,1,0,1,"Rapid Hit, Shoot to Loot, Stopping Power","All-Star, Bewildering Burst, Headseeker",5,,,All-Star+Rapid Hit | Bewildering Burst+Rapid Hit | Bewildering Burst+Shoot to Loot | Headseeker+Shoot to Loot | Headseeker+Stopping Power,3620277039
796,Joxer's Longsword,preferred,Pulse Rifle,Void,1,0,1,0,1,"Dragonfly, Enlightened Action, Strategist","Demoralize, High-Impact Reserves, Withering Gaze",6,,,Demoralize+Enlightened Action | Demoralize+Strategist | Dragonfly+Withering Gaze | Enlightened Action+High-Impact Reserves | High-Impact Reserves+Strategist | Strategist+Withering Gaze,157601190
797,King Orfeo,preferred,Combat Bow,Arc,1,0,0,0,1,"Archer's Tempo, Impulse Amplifier, Successful Warm-Up","Jolting Feedback, Rangefinder, Rolling Storm",5,,,Archer's Tempo+Jolting Feedback | Archer's Tempo+Rangefinder | Archer's Tempo+Rolling Storm | Impulse Amplifier+Rangefinder | Impulse Amplifier+Rolling Storm,3481382332
798,Frontier's Cry,preferred,Hand Cannon,Solar,1,0,0,0,1,"Adaptive Munitions, Compulsive Reloader, Stats for All","Iron Grip, Iron Reach, Kill Clip",5,,,Adaptive Munitions+Iron Reach | Adaptive Munitions+Kill Clip | Compulsive Reloader+Iron Grip | Iron Reach+Stats for All | Kill Clip+Stats for All,3203303472
799,Fimbulwinter Stitch,preferred,Sidearm,Arc,1,0,0,0,1,"Collective Pugilism, Rangefinder, Trickle Charge","Kill Clip, Precision Instrument, Voltshot",5,,,Collective Pugilism+Kill Clip | Collective Pugilism+Precision Instrument | Collective Pugilism+Voltshot | Kill Clip+Trickle Charge | Precision Instrument+Trickle Charge,3685829362
800,Double-Edged Answer,preferred,Sword,Void,0,0,1,0,1,"En Garde, Pugilist, Wellspring","Adrenaline Junkie, Counterattack, Destabilizing Rounds",5,,,Adrenaline Junkie+En Garde | Adrenaline Junkie+Wellspring | Counterattack+Pugilist | Counterattack+Wellspring | Destabilizing Rounds+En Garde,105164264
801,Doom of Chelchis (Harrowed),preferred,Scout Rifle,Void,0,1,0,1,0,"Adaptive Munitions, Demoralize, Vorpal Weapon","Focused Fury, One for All, Withering Gaze",5,,,Adaptive Munitions+One for All | Adaptive Munitions+Withering Gaze | Demoralize+Focused Fury | Demoralize+One for All | One for All+Vorpal Weapon,1184692845
