copy_index,weapon,role,type,damage_type,is_tiered,is_adept,is_vendor6,is_craftable,is_obtainable,col2_perks,col3_perks,combos_solved,best_pos,gfs,sample_combos,hash
472,Qua Xaphan V,preferred,Machine Gun,Void,0,0,1,0,1,"Field Prep, Slideways, Under Pressure","Elemental Capacitor, Firing Line, Target Lock",8,,,Elemental Capacitor+Field Prep | Elemental Capacitor+Slideways | Elemental Capacitor+Under Pressure | Field Prep+Firing Line | Firing Line+Slideways | Firing Line+Under Pressure | Slideways+Target Lock | Target Lock+Under Pressure,1975125963
473,Patron of Lost Causes,preferred,Scout Rifle,Kinetic,1,0,0,0,1,"Full Auto Trigger System, Grave Robber, Pulse Monitor","Explosive Payload, Under Pressure, Vorpal Weapon",8,,,Explosive Payload+Full Auto Trigger System | Explosive Payload+Grave Robber | Explosive Payload+Pulse Monitor | Full Auto Trigger System+Under Pressure | Full Auto Trigger System+Vorpal Weapon | Grave Robber+Vorpal Weapon | Pulse Monitor+Under Pressure | Pulse Monitor+Vorpal Weapon,2723241847
474,Iterative Loop,preferred,Fusion Rifle,Arc,1,0,0,1,1,"Compulsive Reloader, Slickdraw, Successful Warm-Up","Closing Time, Controlled Burst, Voltshot",8,,,Closing Time+Compulsive Reloader | Closing Time+Slickdraw | Closing Time+Successful Warm-Up | Compulsive Reloader+Voltshot | Controlled Burst+Slickdraw | Controlled Burst+Successful Warm-Up | Slickdraw+Voltshot | Successful Warm-Up+Voltshot,1289796511
475,Ded Gramarye IV,preferred,Shotgun,Arc,1,0,0,0,1,"Stats for All, Surplus, Threat Detector","Golden Tricorn, Surrounded, Voltshot",8,,,Golden Tricorn+Stats for All | Golden Tricorn+Surplus | Golden Tricorn+Threat Detector | Stats for All+Surrounded | Stats for All+Voltshot | Surplus+Surrounded | Surplus+Voltshot | Threat Detector+Voltshot,870893339
476,Afterlight (Adept),preferred,Fusion Rifle,Void,0,1,0,0,1,"Ambitious Assassin, Pugilist, Under Pressure","Destabilizing Rounds, Reservoir Burst, Successful Warm-Up",8,,,Ambitious Assassin+Reservoir Burst | Ambitious Assassin+Successful Warm-Up | Destabilizing Rounds+Pugilist | Destabilizing Rounds+Under Pressure | Pugilist+Reservoir Burst | Pugilist+Successful Warm-Up | Reservoir Burst+Under Pressure | Successful Warm-Up+Under Pressure,3953163559
477,PLUG ONE.1,preferred,Fusion Rifle,Arc,1,0,1,0,1,"Feeding Frenzy, Reconstruction, Slideways","Controlled Burst, Kickstart, Voltshot",8,,,Controlled Burst+Feeding Frenzy | Controlled Burst+Reconstruction | Controlled Burst+Slideways | Feeding Frenzy+Kickstart | Kickstart+Reconstruction | Kickstart+Slideways | Reconstruction+Voltshot | Slideways+Voltshot,3293524502
478,Wild Style,preferred,Grenade Launcher,Solar,1,0,1,0,1,"Grave Robber, Reconstruction, Stats for All","Bait and Switch, Collective Action, Incandescent",8,,,Bait and Switch+Grave Robber | Bait and Switch+Reconstruction | Bait and Switch+Stats for All | Collective Action+Reconstruction | Collective Action+Stats for All | Grave Robber+Incandescent | Incandescent+Reconstruction | Incandescent+Stats for All,1332123064
479,Sarpedon-D,preferred,Hand Cannon,Arc,1,0,1,0,1,"Eddy Current, Impromptu Ammunition, Lead From Light","Collective Pugilism, One-Two Punch, Trench Barrel",7,,,Collective Pugilism+Eddy Current | Eddy Current+One-Two Punch | Eddy Current+Trench Barrel | Impromptu Ammunition+One-Two Punch | Impromptu Ammunition+Trench Barrel | Lead From Light+One-Two Punch | Lead From Light+Trench Barrel,3318545829
480,Rapid Growth,preferred,Sniper Rifle,Arc,1,0,0,0,1,"Lucky Shot, Snapshot Sights, Trickle Charge","Aggregate Charge, Binary Orbit, Meganeura",7,,,Aggregate Charge+Lucky Shot | Aggregate Charge+Trickle Charge | Binary Orbit+Snapshot Sights | Binary Orbit+Trickle Charge | Lucky Shot+Meganeura | Meganeura+Snapshot Sights | Meganeura+Trickle Charge,3856342856
481,Pre Astyanax IV,preferred,Combat Bow,Solar,1,0,1,0,1,"Firefly, Impulse Amplifier, Incandescent","Explosive Head, High Ground, Swashbuckler",7,,,Explosive Head+Firefly | Explosive Head+Incandescent | Firefly+High Ground | Firefly+Swashbuckler | High Ground+Impulse Amplifier | High Ground+Incandescent | Impulse Amplifier+Swashbuckler,471764396
482,Motif-41,preferred,Grenade Launcher,Solar,1,0,0,0,1,"Auto-Loading Holster, Loose Change, Wellspring","Attrition Orbs, Master of Arms, Reverberation",7,,,Attrition Orbs+Auto-Loading Holster | Attrition Orbs+Loose Change | Auto-Loading Holster+Master of Arms | Auto-Loading Holster+Reverberation | Loose Change+Reverberation | Master of Arms+Wellspring | Reverberation+Wellspring,1685533876
483,Abyssal Edge,preferred,Sword,Strand,1,0,0,0,1,"Energy Transfer, Flash Counter, Tireless Blade","Demolitionist, En Garde, Sword Logic",7,,,Demolitionist+Flash Counter | Demolitionist+Tireless Blade | En Garde+Energy Transfer | En Garde+Flash Counter | Energy Transfer+Sword Logic | Flash Counter+Sword Logic | Sword Logic+Tireless Blade,4221591387
484,Watchful Eye,preferred,Machine Gun,Arc,1,0,0,0,1,"Dynamic Sway Reduction, Mulligan, Wellspring","Elemental Honing, Jolting Feedback, Sword Logic",7,,,Dynamic Sway Reduction+Elemental Honing | Dynamic Sway Reduction+Sword Logic | Elemental Honing+Mulligan | Jolting Feedback+Mulligan | Jolting Feedback+Wellspring | Mulligan+Sword Logic | Sword Logic+Wellspring,3058845782
485,Action Item,preferred,Trace Rifle,Stasis,1,0,0,0,1,"Envious Assassin, High-Impact Reserves, Rewind Rounds","Detonator Beam, Headstone, Target Lock",8,,,Detonator Beam+Envious Assassin | Detonator Beam+High-Impact Reserves | Detonator Beam+Rewind Rounds | Envious Assassin+Headstone | Envious Assassin+Target Lock | Headstone+High-Impact Reserves | Headstone+Rewind Rounds | High-Impact Reserves+Target Lock,527989828
486,Theodolite,preferred,Grenade Launcher,Arc,1,0,1,0,1,"Blast Distributor, Danger Zone, Transcendent Moment","Elemental Honing, Reaper's Tithe, Voltshot",7,,,Blast Distributor+Elemental Honing | Blast Distributor+Voltshot | Danger Zone+Elemental Honing | Danger Zone+Reaper's Tithe | Danger Zone+Voltshot | Reaper's Tithe+Transcendent Moment | Transcendent Moment+Voltshot,4146673635
487,Tempered Dynamo,preferred,Fusion Rifle,Arc,1,0,1,0,1,"Backup Plan, Kickstart, Opening Shot","Closing Time, Gear Shift, Surrounded",7,,,Backup Plan+Surrounded | Closing Time+Kickstart | Closing Time+Opening Shot | Gear Shift+Kickstart | Gear Shift+Opening Shot | Kickstart+Surrounded | Opening Shot+Surrounded,2925315757
488,Qullim's Terminus (Harrowed),preferred,Machine Gun,Stasis,0,1,0,1,0,"Dynamic Sway Reduction, Firmly Planted, Unrelenting","Crystalline Corpsebloom, Firing Line, Killing Tally",7,,,Crystalline Corpsebloom+Firmly Planted | Crystalline Corpsebloom+Unrelenting | Dynamic Sway Reduction+Firing Line | Firing Line+Firmly Planted | Firing Line+Unrelenting | Firmly Planted+Killing Tally | Killing Tally+Unrelenting,3248429089
489,Indebted Kindness,preferred,Sidearm,Arc,1,0,0,0,1,"Beacon Rounds, Deconstruct, Trickle Charge","Attrition Orbs, Gear Shift, Surrounded",7,,,Attrition Orbs+Deconstruct | Attrition Orbs+Trickle Charge | Beacon Rounds+Gear Shift | Beacon Rounds+Surrounded | Deconstruct+Surrounded | Gear Shift+Trickle Charge | Surrounded+Trickle Charge,2554513694
490,False Idols,preferred,Sword,Solar,1,0,0,1,1,"Duelist's Trance, Eager Edge, Strategist","Burning Ambition, Counterattack, One for All",7,,,Burning Ambition+Duelist's Trance | Burning Ambition+Eager Edge | Burning Ambition+Strategist | Counterattack+Duelist's Trance | Counterattack+Strategist | Duelist's Trance+One for All | Eager Edge+One for All,4207120603
491,Doom of Chelchis (Harrowed),preferred,Scout Rifle,Void,0,1,0,1,0,"Demoralize, Destabilizing Rounds, Rangefinder","Frenzy, Meganeura, Repulsor Brace",7,,,Demoralize+Frenzy | Demoralize+Meganeura | Destabilizing Rounds+Frenzy | Destabilizing Rounds+Meganeura | Frenzy+Rangefinder | Meganeura+Rangefinder | Rangefinder+Repulsor Brace,1184692845
492,Triple Laureate,preferred,Hand Cannon,Stasis,1,0,0,0,1,"Ambitious Assassin, Crystalline Corpsebloom, Feeding Frenzy","One-Two Punch, Opening Shot, Pugilist",7,,,Ambitious Assassin+One-Two Punch | Ambitious Assassin+Opening Shot | Crystalline Corpsebloom+One-Two Punch | Crystalline Corpsebloom+Pugilist | Feeding Frenzy+One-Two Punch | Feeding Frenzy+Opening Shot | Feeding Frenzy+Pugilist,2908653246
493,Submission (Adept),preferred,Submachine Gun,Kinetic,0,1,0,1,0,"Closing Time, Sleight of Hand, Turnabout","Bait and Switch, Chaos Reshaped, Thresh",7,,,Bait and Switch+Sleight of Hand | Bait and Switch+Turnabout | Chaos Reshaped+Sleight of Hand | Chaos Reshaped+Turnabout | Closing Time+Thresh | Sleight of Hand+Thresh | Thresh+Turnabout,1941816543
494,Shoreline Dissident,preferred,Sniper Rifle,Void,1,0,0,0,1,"Ambitious Assassin, Explosive Payload, Outlaw","Binary Orbit, Demoralize, Destabilizing Rounds",7,,,Ambitious Assassin+Binary Orbit | Ambitious Assassin+Demoralize | Binary Orbit+Outlaw | Demoralize+Explosive Payload | Demoralize+Outlaw | Destabilizing Rounds+Explosive Payload | Destabilizing Rounds+Outlaw,1193318082
495,Imminence (Adept),preferred,Submachine Gun,Strand,0,1,0,1,0,"Demolitionist, Dynamic Sway Reduction, Fragile Focus","Chaos Reshaped, Firefly, Paracausal Affinity",7,,,Chaos Reshaped+Dynamic Sway Reduction | Demolitionist+Firefly | Demolitionist+Paracausal Affinity | Dynamic Sway Reduction+Firefly | Dynamic Sway Reduction+Paracausal Affinity | Firefly+Fragile Focus | Fragile Focus+Paracausal Affinity,3951511045
496,Shadow Price,preferred,Auto Rifle,Arc,1,0,1,0,1,"Bottomless Grief, Feeding Frenzy, Overflow","Disruption Break, Dragonfly, Swashbuckler",7,,,Bottomless Grief+Disruption Break | Bottomless Grief+Dragonfly | Bottomless Grief+Swashbuckler | Disruption Break+Feeding Frenzy | Disruption Break+Overflow | Dragonfly+Overflow | Feeding Frenzy+Swashbuckler,2633186522
497,The Forward Path,preferred,Auto Rifle,Kinetic,1,0,0,0,1,"Dynamic Sway Reduction, Grave Robber, Pulse Monitor","Iron Grip, Multikill Clip, Tap the Trigger",7,,,Dynamic Sway Reduction+Iron Grip | Dynamic Sway Reduction+Multikill Clip | Grave Robber+Iron Grip | Grave Robber+Tap the Trigger | Iron Grip+Pulse Monitor | Multikill Clip+Pulse Monitor | Pulse Monitor+Tap the Trigger,1690783811
498,Retraced Path,preferred,Trace Rifle,Solar,1,0,0,1,1,"Adaptive Munitions, Feeding Frenzy, Well-Rounded","Golden Tricorn, Golden Tricorn Enhanced, Harmony",7,,,Adaptive Munitions+Golden Tricorn | Adaptive Munitions+Golden Tricorn Enhanced | Adaptive Munitions+Harmony | Feeding Frenzy+Golden Tricorn | Feeding Frenzy+Golden Tricorn Enhanced | Golden Tricorn+Well-Rounded | Harmony+Well-Rounded,548958835
499,Peculiar Charm,preferred,Submachine Gun,Kinetic,1,0,1,0,1,"Attrition Orbs, Impromptu Ammunition, Stopping Power","Bewildering Burst, Firefly, Master of Arms",7,,,Attrition Orbs+Firefly | Attrition Orbs+Master of Arms | Bewildering Burst+Impromptu Ammunition | Bewildering Burst+Stopping Power | Firefly+Stopping Power | Impromptu Ammunition+Master of Arms | Master of Arms+Stopping Power,3620277039
500,Nullify (Adept),preferred,Pulse Rifle,Solar,0,1,0,1,0,"Burning Ambition, Collective Demolition, Rapid Hit","Adrenaline Junkie, Meganeura, Multikill Clip",7,,,Adrenaline Junkie+Burning Ambition | Adrenaline Junkie+Rapid Hit | Burning Ambition+Meganeura | Burning Ambition+Multikill Clip | Collective Demolition+Multikill Clip | Meganeura+Rapid Hit | Multikill Clip+Rapid Hit,892183998
501,Servant Leader,preferred,Scout Rifle,Kinetic,0,0,1,0,1,"No Distractions, Outlaw, Rapid Hit","Snapshot Sights, Thresh, Unrelenting",8,,,No Distractions+Snapshot Sights | No Distractions+Thresh | No Distractions+Unrelenting | Outlaw+Snapshot Sights | Outlaw+Thresh | Outlaw+Unrelenting | Rapid Hit+Thresh | Rapid Hit+Unrelenting,1107446438
502,The Palindrome,preferred,Hand Cannon,Arc,1,0,1,0,1,"Collective Demolition, Explosive Payload, Light Touch","Opening Shot, Rolling Storm, Voltshot",7,,,Collective Demolition+Opening Shot | Collective Demolition+Rolling Storm | Collective Demolition+Voltshot | Explosive Payload+Rolling Storm | Explosive Payload+Voltshot | Light Touch+Opening Shot | Light Touch+Voltshot,3303271523
503,Multimach CCX,preferred,Submachine Gun,Kinetic,1,0,0,0,1,"Iron Gaze, Rangefinder, Under-Over","Kinetic Tremors, Tap the Trigger, Target Lock",7,,,Iron Gaze+Kinetic Tremors | Iron Gaze+Tap the Trigger | Iron Gaze+Target Lock | Kinetic Tremors+Rangefinder | Rangefinder+Tap the Trigger | Rangefinder+Target Lock | Tap the Trigger+Under-Over,3211624072
504,Jurisprudent,preferred,Scout Rifle,Stasis,1,0,0,0,1,"Built to Blast, Lone Wolf, Recycled Energy","Explosive Payload, Harmony, Headstone",7,,,Built to Blast+Harmony | Built to Blast+Headstone | Explosive Payload+Lone Wolf | Explosive Payload+Recycled Energy | Harmony+Recycled Energy | Headstone+Lone Wolf | Headstone+Recycled Energy,4090134063
505,Forthcoming Deviance (Adept),preferred,Glaive,Void,0,1,0,1,0,"Immovable Object, Replenishing Aegis, Repulsor Brace","Close to Melee, Collective Demolition, Unstoppable Force",7,,,Close to Melee+Replenishing Aegis | Close to Melee+Repulsor Brace | Collective Demolition+Immovable Object | Collective Demolition+Replenishing Aegis | Collective Demolition+Repulsor Brace | Immovable Object+Unstoppable Force | Repulsor Brace+Unstoppable Force,3123651616
506,Forgiveness,preferred,Sidearm,Arc,1,0,0,0,1,"Lone Wolf, Proximity Power, Tap the Trigger","Adrenaline Junkie, Desperate Measures, Loose Change",7,,,Adrenaline Junkie+Lone Wolf | Adrenaline Junkie+Proximity Power | Adrenaline Junkie+Tap the Trigger | Desperate Measures+Tap the Trigger | Lone Wolf+Loose Change | Loose Change+Proximity Power | Loose Change+Tap the Trigger,1552443158
507,Doomsday,preferred,Grenade Launcher,Arc,1,0,1,0,1,"Ambitious Assassin, Eddy Current, Envious Arsenal","Bait and Switch, Explosive Light, Full Court",7,,,Ambitious Assassin+Bait and Switch | Ambitious Assassin+Explosive Light | Bait and Switch+Eddy Current | Eddy Current+Explosive Light | Eddy Current+Full Court | Envious Arsenal+Explosive Light | Envious Arsenal+Full Court,713132408
508,Veiled Threat,preferred,Auto Rifle,Stasis,1,0,0,1,1,"Loose Change, Shoot to Loot, Strategist","Desperate Measures, Encore, Moving Target",7,,,Desperate Measures+Strategist | Encore+Loose Change | Encore+Shoot to Loot | Encore+Strategist | Loose Change+Moving Target | Moving Target+Shoot to Loot | Moving Target+Strategist,3685470415
509,The Title,preferred,Submachine Gun,Void,1,0,0,0,1,"Closing Time, Recycled Energy, To the Pain","Destabilizing Rounds, Swashbuckler, Under Pressure",7,,,Closing Time+Destabilizing Rounds | Closing Time+Under Pressure | Destabilizing Rounds+Recycled Energy | Recycled Energy+Swashbuckler | Recycled Energy+Under Pressure | Swashbuckler+To the Pain | To the Pain+Under Pressure,4106258882
510,The Heron,preferred,Glaive,Void,1,0,0,0,1,"Disruption Break, Envious Assassin, Replenishing Aegis","Binary Orbit, Unrelenting, Unstoppable Force",7,,,Binary Orbit+Envious Assassin | Binary Orbit+Replenishing Aegis | Disruption Break+Unrelenting | Disruption Break+Unstoppable Force | Envious Assassin+Unrelenting | Envious Assassin+Unstoppable Force | Replenishing Aegis+Unrelenting,2246386812
511,Haliaetus,preferred,Rocket Launcher,Strand,1,0,0,0,1,"Auto-Loading Holster, Envious Assassin, Impulse Amplifier","Bipod, Collective Pugilism, Reaper's Tithe",7,,,Auto-Loading Holster+Bipod | Auto-Loading Holster+Collective Pugilism | Auto-Loading Holster+Reaper's Tithe | Bipod+Envious Assassin | Collective Pugilism+Impulse Amplifier | Envious Assassin+Reaper's Tithe | Impulse Amplifier+Reaper's Tithe,2155534128
512,Sorrow's Verse,preferred,Auto Rifle,Arc,1,0,1,0,1,"Dynamic Sway Reduction, Tap the Trigger, Zen Moment","Demolitionist, Frenzy, Voltshot",7,,,Demolitionist+Tap the Trigger | Demolitionist+Zen Moment | Dynamic Sway Reduction+Voltshot | Frenzy+Tap the Trigger | Frenzy+Zen Moment | Tap the Trigger+Voltshot | Voltshot+Zen Moment,2557966895
513,Something Something,preferred,Sniper Rifle,Kinetic,1,0,1,0,1,"Bewildering Burst, Snapshot Sights, Triple Tap","All-Star, Box Breathing, Redirection",7,,,All-Star+Snapshot Sights | All-Star+Triple Tap | Bewildering Burst+Box Breathing | Bewildering Burst+Redirection | Box Breathing+Snapshot Sights | Box Breathing+Triple Tap | Redirection+Snapshot Sights,3421075982
514,Positive Outlook,preferred,Auto Rifle,Void,1,0,1,0,1,"Ambitious Assassin, Steady Hands, Tap the Trigger","Adaptive Munitions, Destabilizing Rounds, Repulsor Brace",7,,,Adaptive Munitions+Ambitious Assassin | Adaptive Munitions+Steady Hands | Adaptive Munitions+Tap the Trigger | Ambitious Assassin+Repulsor Brace | Destabilizing Rounds+Steady Hands | Repulsor Brace+Steady Hands | Repulsor Brace+Tap the Trigger,491078457
515,Ammit AR2,preferred,Auto Rifle,Solar,1,0,0,1,1,"Ambitious Assassin, Empty Traits Socket, Well-Rounded","Incandescent, One for All, Tap the Trigger",8,,,Ambitious Assassin+One for All | Ambitious Assassin+Tap the Trigger | Empty Traits Socket+Incandescent | Empty Traits Socket+One for All | Empty Traits Socket+Tap the Trigger | Incandescent+Well-Rounded | One for All+Well-Rounded | Tap the Trigger+Well-Rounded,2119346509
516,Resounding,preferred,Fusion Rifle,Strand,1,0,1,0,1,"Feeding Frenzy, Slice, Subsistence","Hatchling, Reservoir Burst, Strategist",7,,,Feeding Frenzy+Hatchling | Feeding Frenzy+Reservoir Burst | Feeding Frenzy+Strategist | Hatchling+Subsistence | Reservoir Burst+Slice | Reservoir Burst+Subsistence | Strategist+Subsistence,3273807888
517,Mindbender's Ambition,preferred,Shotgun,Solar,1,0,1,0,1,"Slideways, Snapshot Sights, Threat Detector","Fragile Focus, Incandescent, Well-Rounded",7,,,Fragile Focus+Slideways | Fragile Focus+Snapshot Sights | Fragile Focus+Threat Detector | Incandescent+Snapshot Sights | Incandescent+Threat Detector | Slideways+Well-Rounded | Threat Detector+Well-Rounded,1094005544
518,Last Perdition,preferred,Pulse Rifle,Void,1,0,1,0,1,"Firmly Planted, Grave Robber, Under Pressure","Headseeker, Rampage, Zen Moment",7,,,Firmly Planted+Headseeker | Firmly Planted+Rampage | Firmly Planted+Zen Moment | Grave Robber+Headseeker | Grave Robber+Zen Moment | Rampage+Under Pressure | Under Pressure+Zen Moment,188882152
519,Frontier's Cry,preferred,Hand Cannon,Solar,1,0,0,0,1,"Compulsive Reloader, Steady Hands, Tunnel Vision","Iron Reach, Kill Clip, One for All",7,,,Compulsive Reloader+Iron Reach | Compulsive Reloader+Kill Clip | Iron Reach+Steady Hands | Iron Reach+Tunnel Vision | Kill Clip+Steady Hands | Kill Clip+Tunnel Vision | One for All+Tunnel Vision,3203303472
520,Faustus Decline,preferred,Sidearm,Stasis,1,0,0,0,1,"Killing Wind, Rangefinder, Rimestealer","Offhand Strike, Precision Instrument, Snapshot Sights",7,,,Killing Wind+Offhand Strike | Killing Wind+Precision Instrument | Killing Wind+Snapshot Sights | Offhand Strike+Rangefinder | Offhand Strike+Rimestealer | Precision Instrument+Rimestealer | Rimestealer+Snapshot Sights,1663482635
521,Drang,preferred,Sidearm,Solar,1,0,0,1,1,"Collective Pugilism, Loose Change, Moving Target","Burning Ambition, Incandescent, Master of Arms",7,,,Burning Ambition+Loose Change | Burning Ambition+Moving Target | Collective Pugilism+Incandescent | Collective Pugilism+Master of Arms | Incandescent+Loose Change | Incandescent+Moving Target | Master of Arms+Moving Target,358190158
522,Burden of Guilt,preferred,Fusion Rifle,Stasis,1,0,0,0,1,"Ambitious Assassin, Lone Wolf, Rimestealer","Aggregate Charge, High-Impact Reserves, Kickstart",7,,,Aggregate Charge+Lone Wolf | Aggregate Charge+Rimestealer | Ambitious Assassin+High-Impact Reserves | Ambitious Assassin+Kickstart | High-Impact Reserves+Rimestealer | Kickstart+Lone Wolf | Kickstart+Rimestealer,976459525
523,Axial Lacuna,preferred,Fusion Rifle,Solar,1,0,0,1,1,"Cornered, Empty Traits Socket, Firmly Planted","Empty Traits Socket, Reservoir Burst, Vorpal Weapon",7,,,Cornered+Empty Traits Socket | Cornered+Vorpal Weapon | Empty Traits Socket+Firmly Planted | Empty Traits Socket+Reservoir Burst | Empty Traits Socket+Vorpal Weapon | Firmly Planted+Reservoir Burst | Firmly Planted+Vorpal Weapon,3867373351
524,Abyss Defiant (Adept),preferred,Auto Rifle,Solar,0,1,0,1,0,"Burning Ambition, Heal Clip, Proximity Power","Collective Pugilism, Eye of the Storm, Kill Clip",7,,,Burning Ambition+Eye of the Storm | Burning Ambition+Kill Clip | Collective Pugilism+Heal Clip | Collective Pugilism+Proximity Power | Eye of the Storm+Heal Clip | Heal Clip+Kill Clip | Kill Clip+Proximity Power,3782662983
525,21% Delirium,preferred,Machine Gun,Arc,1,0,1,0,1,"Eddy Current, Feeding Frenzy, Light Touch","Frenzy, Gear Shift, Mega Kill Clip",7,,,Eddy Current+Frenzy | Eddy Current+Gear Shift | Eddy Current+Mega Kill Clip | Feeding Frenzy+Gear Shift | Feeding Frenzy+Mega Kill Clip | Frenzy+Light Touch | Light Touch+Mega Kill Clip,3001598094
526,Tatara Gaze,preferred,Sniper Rifle,Arc,1,0,1,0,1,"Impromptu Ammunition, Overflow, Quickdraw","Closing Time, Elemental Honing, Voltshot",9,,,Closing Time+Impromptu Ammunition | Closing Time+Overflow | Closing Time+Quickdraw | Elemental Honing+Impromptu Ammunition | Elemental Honing+Overflow | Elemental Honing+Quickdraw | Impromptu Ammunition+Voltshot | Overflow+Voltshot | Quickdraw+Voltshot,3595694326
527,Unending Tempest,preferred,Submachine Gun,Stasis,1,0,1,0,1,"Discord, Gutshot Straight, Subsistence","Fragile Focus, Harmony, Target Lock",7,,,Discord+Fragile Focus | Discord+Target Lock | Fragile Focus+Gutshot Straight | Fragile Focus+Subsistence | Gutshot Straight+Harmony | Gutshot Straight+Target Lock | Harmony+Subsistence,2510526114
528,The Mountaintop,preferred,Grenade Launcher,Kinetic,1,0,0,0,1,"Auto-Loading Holster, Demolitionist, Lead from Gold","Adrenaline Junkie, Harmony, Recombination",7,,,Adrenaline Junkie+Auto-Loading Holster | Adrenaline Junkie+Lead from Gold | Auto-Loading Holster+Harmony | Demolitionist+Harmony | Demolitionist+Recombination | Harmony+Lead from Gold | Lead from Gold+Recombination,4043921923
529,Reed's Regret,preferred,Linear Fusion Rifle,Stasis,1,0,0,0,1,"Clown Cartridge, Compulsive Reloader, Surplus","Firing Line, Headstone, Successful Warm-Up",8,,,Clown Cartridge+Headstone | Clown Cartridge+Successful Warm-Up | Compulsive Reloader+Firing Line | Compulsive Reloader+Headstone | Compulsive Reloader+Successful Warm-Up | Firing Line+Surplus | Headstone+Surplus | Successful Warm-Up+Surplus,3267997292
530,Fortissimo-11,preferred,Shotgun,Kinetic,1,0,1,0,1,"Feeding Frenzy, Fourth Time's the Charm, Pulse Monitor","Adagio, Adrenaline Junkie, Turnabout",8,,,Adagio+Fourth Time's the Charm | Adagio+Pulse Monitor | Adrenaline Junkie+Feeding Frenzy | Adrenaline Junkie+Fourth Time's the Charm | Adrenaline Junkie+Pulse Monitor | Feeding Frenzy+Turnabout | Fourth Time's the Charm+Turnabout | Pulse Monitor+Turnabout,963732595
531,Precipial,preferred,Shotgun,Void,1,0,0,0,1,"One-Two Punch, Reconstruction, Repulsor Brace","Binary Orbit, Swashbuckler, Vorpal Weapon",7,,,Binary Orbit+One-Two Punch | Binary Orbit+Repulsor Brace | One-Two Punch+Swashbuckler | One-Two Punch+Vorpal Weapon | Reconstruction+Swashbuckler | Repulsor Brace+Swashbuckler | Repulsor Brace+Vorpal Weapon,367772693
532,The Riposte,preferred,Auto Rifle,Void,1,0,1,0,1,"Demoralize, Light Touch, Rewind Rounds","Binary Orbit, Built to Blast, Dynamic Sway Reduction",7,,,Binary Orbit+Demoralize | Binary Orbit+Rewind Rounds | Built to Blast+Light Touch | Built to Blast+Rewind Rounds | Demoralize+Dynamic Sway Reduction | Dynamic Sway Reduction+Light Touch | Dynamic Sway Reduction+Rewind Rounds,866434750
533,Mistral Lift,preferred,Linear Fusion Rifle,Void,1,0,0,0,1,"Clown Cartridge, Reconstruction, Withering Gaze","Golden Tricorn, High Ground, High-Impact Reserves",7,,,Clown Cartridge+High-Impact Reserves | Golden Tricorn+Reconstruction | Golden Tricorn+Withering Gaze | High Ground+Reconstruction | High Ground+Withering Gaze | High-Impact Reserves+Reconstruction | High-Impact Reserves+Withering Gaze,3483485727
534,The Call,preferred,Sidearm,Strand,1,0,0,1,1,"Beacon Rounds, Lead from Gold, Slice","Desperate Measures, Hatchling, Multikill Clip",7,,,Beacon Rounds+Hatchling | Beacon Rounds+Multikill Clip | Desperate Measures+Lead from Gold | Desperate Measures+Slice | Hatchling+Lead from Gold | Lead from Gold+Multikill Clip | Multikill Clip+Slice,3947966653
535,Ill Omen,preferred,Sword,Stasis,1,0,0,1,1,"Attrition Orbs, Duelist's Trance, Valiant Charge","Empty Traits Socket, En Garde, Whirlwind Blade",7,,,Attrition Orbs+Empty Traits Socket | Attrition Orbs+Whirlwind Blade | Duelist's Trance+Empty Traits Socket | Duelist's Trance+En Garde | Duelist's Trance+Whirlwind Blade | En Garde+Valiant Charge | Valiant Charge+Whirlwind Blade,3794274730
536,Igneous Hammer,preferred,Hand Cannon,Solar,1,0,0,0,1,"Fragile Focus, Heal Clip, Rangefinder","Golden Tricorn, Moving Target, Opening Shot",7,,,Fragile Focus+Golden Tricorn | Fragile Focus+Moving Target | Golden Tricorn+Heal Clip | Golden Tricorn+Rangefinder | Heal Clip+Moving Target | Heal Clip+Opening Shot | Opening Shot+Rangefinder,1973107014
537,The Third Axiom,preferred,Pulse Rifle,Arc,1,0,1,0,1,"Hip-Fire Grip, Moving Target, Subsistence","Dragonfly, Sympathetic Arsenal, Unrelenting",7,,,Dragonfly+Hip-Fire Grip | Dragonfly+Subsistence | Hip-Fire Grip+Sympathetic Arsenal | Moving Target+Sympathetic Arsenal | Moving Target+Unrelenting | Subsistence+Sympathetic Arsenal | Subsistence+Unrelenting,3744058588
538,Crowd Pleaser,preferred,Grenade Launcher,Void,0,0,1,0,1,"Ambitious Assassin, Clown Cartridge, Genesis","Elemental Capacitor, Quickdraw, Unrelenting",7,,,Ambitious Assassin+Elemental Capacitor | Ambitious Assassin+Unrelenting | Clown Cartridge+Elemental Capacitor | Clown Cartridge+Unrelenting | Elemental Capacitor+Genesis | Genesis+Quickdraw | Genesis+Unrelenting,3565520715
539,Brass Attacks,preferred,Sidearm,Void,1,0,0,0,1,"Impromptu Ammunition, Repulsor Brace, Slideways","Demoralize, Dragonfly, Frenzy",7,,,Demoralize+Slideways | Dragonfly+Impromptu Ammunition | Dragonfly+Repulsor Brace | Dragonfly+Slideways | Frenzy+Impromptu Ammunition | Frenzy+Repulsor Brace | Frenzy+Slideways,1291040554
