PERFECT VAULT SOLUTION (full mode)
Unordered trait combos in plane: 9434
Total physical copies: 2890
Preferred 3x3 copies: 1620
Gap-fill 1x1 copies: 1270
Distinct weapon models: 558
Unsolved: 0

Each entry is one physical vault gun.
Preferred: roll the listed perks in trait column 2 and column 3 (up to 3 each = 3x3).
Gap-fill: roll exactly that one combo (1x1).
Combinations are unordered: A+B is the same as B+A globally.

========================================================================
SUMMARY BY WEAPON (copies needed)
========================================================================
x 24  [fallback ]  The Enigma  (24 combos covered)
x 23  [fallback ]  Heritage  (23 combos covered)
x 23  [fallback ]  Succession  (23 combos covered)
x 23  [fallback ]  Tyranny of Heaven  (23 combos covered)
x 22  [fallback ]  Commemoration  (22 combos covered)
x 22  [fallback ]  Posterity  (22 combos covered)
x 21  [fallback ]  Techeun Force  (21 combos covered)
x 20  [fallback ]  Accrued Redemption  (20 combos covered)
x 20  [fallback ]  Prophet of Doom  (20 combos covered)
x 19  [fallback ]  Neoptolemus II  (19 combos covered)
x 19  [fallback ]  Transfiguration  (19 combos covered)
x 18  [fallback ]  Chattering Bone  (18 combos covered)
x 18  [fallback ]  Nation of Beasts  (18 combos covered)
x 18  [fallback ]  The Supremacy  (18 combos covered)
x 17  [fallback ]  Come to Pass  (17 combos covered)
x 16  [preferred]  Strident Whistle  (52 combos covered)
x 16  [fallback ]  Adverse Possession IX  (16 combos covered)
x 16  [fallback ]  Apex Predator  (16 combos covered)
x 16  [fallback ]  Omniscient Eye  (16 combos covered)
x 16  [fallback ]  Pro Memoria  (16 combos covered)
x 16  [fallback ]  Trustee  (16 combos covered)
x 16  [fallback ]  Zealot's Reward  (16 combos covered)
x 15  [preferred]  Blowout  (48 combos covered)
x 15  [fallback ]  Age-Old Bond  (15 combos covered)
x 15  [fallback ]  Reckless Oracle  (15 combos covered)
x 13  [preferred]  Retrofuturist  (49 combos covered)
x 13  [preferred]  Joxer's Longsword  (42 combos covered)
x 13  [preferred]  Breakneck  (40 combos covered)
x 13  [fallback ]  Bequest  (13 combos covered)
x 13  [fallback ]  Controlling Vision  (13 combos covered)
x 13  [fallback ]  Crux Termination IV  (13 combos covered)
x 13  [fallback ]  Suspectum-4fr  (13 combos covered)
x 12  [preferred]  Midha's Reckoning (Harrowed)  (35 combos covered)
x 12  [fallback ]  Ancient Gospel  (12 combos covered)
x 12  [fallback ]  Arsenic Bite-4b  (12 combos covered)
x 11  [preferred]  Non-Denouement (Adept)  (34 combos covered)
x 11  [fallback ]  Fel Taradiddle  (11 combos covered)
x 11  [fallback ]  Likely Suspect  (11 combos covered)
x 10  [preferred]  Lubrae's Ruin (Adept)  (47 combos covered)
x 10  [preferred]  Corrective Measure (Timelost)  (41 combos covered)
x 10  [preferred]  Laser Painter  (39 combos covered)
x 10  [preferred]  Critical Anomaly (Adept)  (38 combos covered)
x 10  [preferred]  Wicked Sister  (34 combos covered)
x 10  [fallback ]  Combined Action  (10 combos covered)
x 10  [fallback ]  Cruoris FR4  (10 combos covered)
x 10  [fallback ]  Father's Sins  (10 combos covered)
x 10  [fallback ]  Forensic Nightmare  (10 combos covered)
x 10  [fallback ]  Ignition Code  (10 combos covered)
x 10  [fallback ]  Judgment of Kelgorath  (10 combos covered)
x 10  [fallback ]  Lethophobia  (10 combos covered)
x 10  [fallback ]  Nezarec's Whisper  (10 combos covered)
x 10  [fallback ]  Sacred Provenance  (10 combos covered)
x 10  [fallback ]  Scalar Potential  (10 combos covered)
x 10  [fallback ]  Scatter Signal  (10 combos covered)
x 10  [fallback ]  Swarm of the Raven  (10 combos covered)
x 10  [fallback ]  The Eremite  (10 combos covered)
       Combos covered by this copy: 3

#1005  [preferred/3x3]  The Riposte
       Perk 1 (col2): Dimensional Shift, Tap the Trigger, Zen Moment
       Perk 2 (col3): Binary Orbit, Built to Blast, Destabilizing Rounds
       Combos covered by this copy: 4

#1006  [preferred/3x3]  Trachinus
       Perk 1 (col2): Rapid Hit, Rimestealer
       Perk 2 (col3): Chill Clip, Encore
       Combos covered by this copy: 2

#1007  [preferred/3x3]  Sorrow's Verse
       Perk 1 (col2): Feeding Frenzy, Recycled Energy, Subsistence
       Perk 2 (col3): Frenzy, Multikill Clip, Rampage
       Combos covered by this copy: 2

#1008  [preferred/3x3]  Rake Angle
       Perk 1 (col2): Impulse Amplifier, Pugilist, Replenishing Aegis
       Perk 2 (col3): Close to Melee, Surrounded, Swashbuckler
       Combos covered by this copy: 2

#1009  [preferred/3x3]  Pure Recollection
       Perk 1 (col2): Dual Loader
       Perk 2 (col3): Headseeker, Withering Gaze
       Combos covered by this copy: 2

#1010  [preferred/3x3]  Kept Confidence
       Perk 1 (col2): Air Assault, Loose Change, Quickdraw
       Perk 2 (col3): Eye of the Storm, Gutshot Straight, Multikill Clip
       Combos covered by this copy: 2

#1011  [preferred/3x3]  Gunnora's Axe
       Perk 1 (col2): Auto-Loading Holster, Quickdraw
       Perk 2 (col3): Slideshot, Triple Tap
       Combos covered by this copy: 2

#1012  [preferred/3x3]  Gizmo Weft
       Perk 1 (col2): Air Trigger
       Perk 2 (col3): Elemental Honing, Hatchling
       Combos covered by this copy: 2

#1013  [preferred/3x3]  Afterlight (Adept)
       Perk 1 (col2): Ambitious Assassin, Discord, Offhand Strike
       Perk 2 (col3): Adagio, Cornered, Successful Warm-Up
       Combos covered by this copy: 2

#1014  [preferred/3x3]  Aberrant Action
       Perk 1 (col2): Beacon Rounds, Empty Traits Socket, Field Prep
       Perk 2 (col3): Golden Tricorn, Harmony, Reverberation
       Combos covered by this copy: 2

#1015  [preferred/3x3]  Warden's Law
       Perk 1 (col2): Fourth Time's the Charm, Snapshot Sights
       Perk 2 (col3): Shot Swap
       Combos covered by this copy: 2

#1016  [preferred/3x3]  The Summoner
       Perk 1 (col2): Dynamic Sway Reduction, Heal Clip, Overflow
       Perk 2 (col3): Golden Tricorn, Golden Tricorn Enhanced, Onslaught
       Combos covered by this copy: 2

#1017  [preferred/3x3]  Spare Rations
       Perk 1 (col2): Offhand Strike, Slideshot
       Perk 2 (col3): Kinetic Tremors, Vorpal Weapon
       Combos covered by this copy: 2

#1018  [preferred/3x3]  Shadow Price
       Perk 1 (col2): Bottomless Grief, Surplus
       Perk 2 (col3): Thresh, Unrelenting
       Combos covered by this copy: 2

#1019  [preferred/3x3]  Salvager's Salvo
       Perk 1 (col2): Ambitious Assassin, Chain Reaction, Demolitionist
       Perk 2 (col3): Gear Shift, Reaper's Tithe, Rolling Storm
       Combos covered by this copy: 2

#1020  [preferred/3x3]  Rapacious Appetite
       Perk 1 (col2): Encore, Offhand Strike, Perpetual Motion
       Perk 2 (col3): Cascade Point, Headstone, One for All
       Combos covered by this copy: 2

#1021  [preferred/3x3]  Psi Aeterna IV
       Perk 1 (col2): Eddy Current, Reverberation, Stats for All
       Perk 2 (col3): Collective Pugilism, Elemental Honing, One for All
       Combos covered by this copy: 2

#1022  [preferred/3x3]  Pressurized Precision
       Perk 1 (col2): Firmly Planted, Moving Target
       Perk 2 (col3): Hatchling, Kickstart
       Combos covered by this copy: 2

#1023  [preferred/3x3]  Peacebond
       Perk 1 (col2): Headstone, Zen Moment
       Perk 2 (col3): Kill Clip, Rimestealer
       Combos covered by this copy: 2

#1024  [preferred/3x3]  Nameless Midnight
       Perk 1 (col2): Explosive Payload, High-Impact Reserves
       Perk 2 (col3): Opening Shot, Rampage
       Combos covered by this copy: 2

#1025  [preferred/3x3]  Mos Athanor IV
       Perk 1 (col2): Built to Blast, Destabilizing Rounds
       Perk 2 (col3): Precision Instrument, Sword Logic
       Combos covered by this copy: 2

#1026  [preferred/3x3]  Exalted Truth
       Perk 1 (col2): Keep Away, Lone Wolf, Withering Gaze
       Perk 2 (col3): Demoralize, Eye of the Storm, Repulsor Brace
       Combos covered by this copy: 3

#1027  [preferred/3x3]  Mistral Lift
       Perk 1 (col2): Envious Arsenal, Moving Target
       Perk 2 (col3): Firing Line
       Combos covered by this copy: 2

#1028  [preferred/3x3]  Mercury-A
       Perk 1 (col2): Successful Warm-Up
       Perk 2 (col3): High Ground, Kinetic Tremors
       Combos covered by this copy: 2

#1029  [preferred/3x3]  Keen Thistle
       Perk 1 (col2): Envious Arsenal, Incandescent, Snapshot Sights
       Perk 2 (col3): Bait and Switch, Closing Time, Fourth Time's the Charm
       Combos covered by this copy: 2

#1030  [preferred/3x3]  Infinite Paths 8
       Perk 1 (col2): Auto-Loading Holster, Demolitionist
       Perk 2 (col3): Dragonfly, Shield Disorient
       Combos covered by this copy: 2

#1031  [preferred/3x3]  Aureus Neutralizer
       Perk 1 (col2): Grave Robber, Threat Remover
       Perk 2 (col3): Cascade Point, Desperate Measures
       Combos covered by this copy: 2

#1032  [preferred/3x3]  Aisha's Care
       Perk 1 (col2): Encore, Gutshot Straight, Outlaw
       Perk 2 (col3): Collective Action, Golden Tricorn, Golden Tricorn Enhanced
       Combos covered by this copy: 2

#1033  [preferred/3x3]  Adored
       Perk 1 (col2): Elemental Capacitor, Supercharged Magazine
       Perk 2 (col3): Closing Time, No Distractions
       Combos covered by this copy: 2

#1034  [preferred/3x3]  Syncopation-53
       Perk 1 (col2): Moving Target, Steady Hands
       Perk 2 (col3): Headstone, Rangefinder
       Combos covered by this copy: 2

#1035  [preferred/3x3]  Unending Tempest
       Perk 1 (col2): Gutshot Straight, Killing Wind, Shot Swap
       Perk 2 (col3): Fragile Focus, Rangefinder, Surrounded
       Combos covered by this copy: 3

#1036  [preferred/3x3]  Roar of the Bear
       Perk 1 (col2): Field Prep, Tracking Module
       Perk 2 (col3): Incandescent, Lasting Impression
       Combos covered by this copy: 2

#1037  [preferred/3x3]  Red Tape
       Perk 1 (col2): Closing Time, Lone Wolf
       Perk 2 (col3): One for All, Rampage
       Combos covered by this copy: 2

#1038  [preferred/3x3]  Ragnhild-D
       Perk 1 (col2): Dual Loader, Ensemble, Subsistence
       Perk 2 (col3): Adrenaline Junkie, Demolitionist, Thresh
       Combos covered by this copy: 2

#1039  [preferred/3x3]  Occluded Finality
       Perk 1 (col2): Mulligan, Rapid Hit
       Perk 2 (col3): Elemental Capacitor, Vorpal Weapon
       Combos covered by this copy: 2

#1040  [preferred/3x3]  Hardline Cut
       Perk 1 (col2): Flash Counter, Tireless Blade
       Perk 2 (col3): Eager Edge, Jolting Feedback
       Combos covered by this copy: 2

#1041  [preferred/3x3]  Eighty-Six
       Perk 1 (col2): Duelist's Trance, Flash Counter, Slice
       Perk 2 (col3): Attrition Orbs, Binary Orbit, En Garde
       Combos covered by this copy: 2

#1042  [preferred/3x3]  Duty Bound
       Perk 1 (col2): Stats for All, Triple Tap
       Perk 2 (col3): One for All, Rampage
       Combos covered by this copy: 2

#1043  [preferred/3x3]  Cold Denial
       Perk 1 (col2): Surplus, Tunnel Vision
       Perk 2 (col3): Headseeker, Multikill Clip
       Combos covered by this copy: 2

#1044  [preferred/3x3]  The Scholar
       Perk 1 (col2): Slideways
       Perk 2 (col3): Celerity
       Combos covered by this copy: 1

#1045  [preferred/3x3]  Sole Survivor
       Perk 1 (col2): Outlaw
       Perk 2 (col3): Firing Line
       Combos covered by this copy: 1

#1046  [preferred/3x3]  Multimach CCX
       Perk 1 (col2): Under-Over
       Perk 2 (col3): Iron Reach
       Combos covered by this copy: 1

#1047  [preferred/3x3]  Mint Retrograde
       Perk 1 (col2): Hatchling
       Perk 2 (col3): Cascade Point
       Combos covered by this copy: 1

#1048  [preferred/3x3]  Mercurial Overreach
       Perk 1 (col2): Envious Assassin
       Perk 2 (col3): Box Breathing
       Combos covered by this copy: 1

#1049  [preferred/3x3]  MIDA Macro-Tool
       Perk 1 (col2): Grave Robber
       Perk 2 (col3): Rolling Storm
       Combos covered by this copy: 1

#1050  [preferred/3x3]  Loaded Question
       Perk 1 (col2): Firmly Planted
       Perk 2 (col3): Pugilist
       Combos covered by this copy: 1

#1051  [preferred/3x3]  Horror's Least
       Perk 1 (col2): Steady Hands
       Perk 2 (col3): High-Impact Reserves
       Combos covered by this copy: 1

#1052  [preferred/3x3]  Frozen Orbit
       Perk 1 (col2): Surplus
       Perk 2 (col3): Keep Away
       Combos covered by this copy: 1

#1053  [preferred/3x3]  Blast Furnace
       Perk 1 (col2): Snapshot Sights
       Perk 2 (col3): One for All
       Combos covered by this copy: 1

#1054  [preferred/3x3]  The Recluse
       Perk 1 (col2): Feeding Frenzy
       Perk 2 (col3): Target Lock
       Combos covered by this copy: 1

#1055  [preferred/3x3]  The Other Half
       Perk 1 (col2): Eager Edge
       Perk 2 (col3): Surrounded
       Combos covered by this copy: 1

#1056  [preferred/3x3]  Temptation's Hook
       Perk 1 (col2): Wellspring
       Perk 2 (col3): Whirlwind Blade
       Combos covered by this copy: 1

#1057  [preferred/3x3]  Stars in Shadow
       Perk 1 (col2): Rapid Hit
       Perk 2 (col3): Sword Logic
       Combos covered by this copy: 1

#1058  [preferred/3x3]  Romantic Death
       Perk 1 (col2): Stats for All
       Perk 2 (col3): Destabilizing Rounds
       Combos covered by this copy: 1

#1059  [preferred/3x3]  Redrix's Estoc
       Perk 1 (col2): Perpetual Motion
       Perk 2 (col3): Sword Logic
       Combos covered by this copy: 1

#1060  [preferred/3x3]  Qua Nilus II
       Perk 1 (col2): Slice
       Perk 2 (col3): Harmony
       Combos covered by this copy: 1

#1061  [preferred/3x3]  Pre Astyanax IV
       Perk 1 (col2): Successful Warm-Up
       Perk 2 (col3): Swashbuckler
       Combos covered by this copy: 1

#1062  [preferred/3x3]  Perfect Pitch
       Perk 1 (col2): Dynamic Sway Reduction
       Perk 2 (col3): Focused Fury
       Combos covered by this copy: 1

#1063  [preferred/3x3]  Outrageous Fortune
       Perk 1 (col2): Stats for All
       Perk 2 (col3): Explosive Light
       Combos covered by this copy: 1

#1064  [preferred/3x3]  Out of Bounds
       Perk 1 (col2): Demolitionist
       Perk 2 (col3): Jolting Feedback
       Combos covered by this copy: 1

#1065  [preferred/3x3]  Micromort
       Perk 1 (col2): Clown Cartridge, Envious Arsenal, Impulse Amplifier
       Perk 2 (col3): Binary Orbit, Bipod, Chain Reaction
       Combos covered by this copy: 1

#1066  [preferred/3x3]  Luna's Howl
       Perk 1 (col2): Eye of the Storm
       Perk 2 (col3): Opening Shot
       Combos covered by this copy: 1

#1067  [preferred/3x3]  Gridskipper
       Perk 1 (col2): Repulsor Brace
       Perk 2 (col3): Headseeker
       Combos covered by this copy: 1

#1068  [preferred/3x3]  D.F.A.
       Perk 1 (col2): Fragile Focus
       Perk 2 (col3): Rampage
       Combos covered by this copy: 1

#1069  [preferred/3x3]  Cruel Mercy
       Perk 1 (col2): Eddy Current
       Perk 2 (col3): Headseeker
       Combos covered by this copy: 1

#1070  [preferred/3x3]  Chroma Rush
       Perk 1 (col2): To the Pain
       Perk 2 (col3): Tap the Trigger
       Combos covered by this copy: 1

#1071  [preferred/3x3]  Brass Attacks
       Perk 1 (col2): Slideways
       Perk 2 (col3): Frenzy
       Combos covered by this copy: 1

#1072  [preferred/3x3]  Retrofuturist
       Perk 1 (col2): Hip-Fire Grip, Pulse Monitor, Unrelenting
       Perk 2 (col3): Barrel Constrictor, Deconstruct, Trench Barrel
       Combos covered by this copy: 7

#1073  [preferred/3x3]  Submission (Adept)
       Perk 1 (col2): Overflow, Sleight of Hand, Turnabout
       Perk 2 (col3): Bait and Switch, Chaos Reshaped, Demolitionist
       Combos covered by this copy: 7

#1074  [preferred/3x3]  Riptide
       Perk 1 (col2): Feeding Frenzy, Field Prep, Perpetual Motion
       Perk 2 (col3): Chill Clip, Cornered, Successful Warm-Up
       Combos covered by this copy: 6

#1075  [preferred/3x3]  Mykel's Reverence (Adept)
       Perk 1 (col2): Perfect Float, Thresh, Unrelenting
       Perk 2 (col3): Master of Arms, Paracausal Affinity, Tap the Trigger
       Combos covered by this copy: 6

#1076  [preferred/3x3]  Origin Story
       Perk 1 (col2): Fragile Focus, Keep Away, Threat Detector
       Perk 2 (col3): Gutshot Straight, Pugilist, Swashbuckler
       Combos covered by this copy: 6

#1077  [preferred/3x3]  The Spiteful Fang
       Perk 1 (col2): Archer's Tempo, Rimestealer, Successful Warm-Up
       Perk 2 (col3): Archer's Gambit, Firefly, Frenzy
       Combos covered by this copy: 5

#1078  [preferred/3x3]  No Hesitation
       Perk 1 (col2): Ensemble, Physic, Target Lock
       Perk 2 (col3): Empty Traits Socket, Frenzy, Surrounded
       Combos covered by this copy: 5

#1079  [preferred/3x3]  Lubrae's Ruin (Adept)
       Perk 1 (col2): Close to Melee, Frenzy, Tilting at Windmills
       Perk 2 (col3): Incandescent, Unrelenting, Unstoppable Force
       Combos covered by this copy: 5

#1080  [preferred/3x3]  Finite Impactor
       Perk 1 (col2): Enlightened Action, Iron Grip, Slideways
       Perk 2 (col3): Burning Ambition, Heating Up, Rapid Hit
       Combos covered by this copy: 5

#1081  [preferred/3x3]  Cataclysmic (Adept)
       Perk 1 (col2): Compulsive Reloader, Sleight of Hand, Slideshot
       Perk 2 (col3): Box Breathing, Clown Cartridge, Turnabout
       Combos covered by this copy: 5

#1082  [preferred/3x3]  Albedo Wing
       Perk 1 (col2): Beacon Rounds, Field Prep, Immovable Object
       Perk 2 (col3): Close to Melee, High-Impact Reserves, Lead from Gold
       Combos covered by this copy: 5

#1083  [preferred/3x3]  Royal Entry
       Perk 1 (col2): Quickdraw, Rangefinder, Threat Detector
       Perk 2 (col3): Ambitious Assassin, Clown Cartridge, Cluster Bomb
       Combos covered by this copy: 5

#1084  [preferred/3x3]  Reghusk's Pledge
       Perk 1 (col2): Built to Blast, Demoralize, Impromptu Ammunition
       Perk 2 (col3): Attrition Orbs, Swashbuckler, Target Lock
       Combos covered by this copy: 5

#1085  [preferred/3x3]  Keraunios
       Perk 1 (col2): Rapid Hit, Shoot to Loot, Supercharged Magazine
       Perk 2 (col3): Chain Reaction, Detonator Beam, Target Lock
       Combos covered by this copy: 5

#1086  [preferred/3x3]  Forthcoming Deviance (Adept)
       Perk 1 (col2): Demolitionist, Dimensional Shift, Immovable Object
       Perk 2 (col3): Collective Demolition, Unstoppable Force, Vorpal Weapon
       Combos covered by this copy: 5

#1087  [preferred/3x3]  Zaouli's Bane (Harrowed)
       Perk 1 (col2): Explosive Payload, Gutshot Straight, Redirection
       Perk 2 (col3): Focused Fury, Meganeura, Surrounded
       Combos covered by this copy: 5

#1088  [preferred/3x3]  Volta Bracket
       Perk 1 (col2): Keep Away, Shoot to Loot, Subsistence
       Perk 2 (col3): Cascade Point, Mega Kill Clip, Under Pressure
       Combos covered by this copy: 5

#1089  [preferred/3x3]  Imminence (Adept)
       Perk 1 (col2): Dynamic Sway Reduction, Fragile Focus, Perpetual Motion
       Perk 2 (col3): Desperate Measures, Firefly, Paracausal Affinity
       Combos covered by this copy: 5

#1090  [preferred/3x3]  Qullim's Terminus (Harrowed)
       Perk 1 (col2): Firmly Planted, Heating Up, Slickdraw
       Perk 2 (col3): Headstone, Killing Tally, Mega Kill Clip
       Combos covered by this copy: 5

#1091  [preferred/3x3]  Embraced Identity
       Perk 1 (col2): Attrition Orbs, Permeability, Withering Gaze
       Perk 2 (col3): Box Breathing, Fourth Time's the Charm, High Ground
       Combos covered by this copy: 5

#1092  [preferred/3x3]  Yesteryear
       Perk 1 (col2): Compulsive Reloader, Slideways, Well-Rounded
       Perk 2 (col3): Pugilist, Repulsor Brace, Under-Over
       Combos covered by this copy: 5

#1093  [preferred/3x3]  Veiled Threat
       Perk 1 (col2): Shoot to Loot, Strategist, To the Pain
       Perk 2 (col3): Collective Action, Encore, Headstone
       Combos covered by this copy: 5

#1094  [preferred/3x3]  Song of Ir Yût (Adept)
       Perk 1 (col2): Jolting Feedback, Supercharged Magazine, Zen Moment
       Perk 2 (col3): Bait and Switch, Master of Arms, Sword Logic
       Combos covered by this copy: 5

#1095  [preferred/3x3]  Haliaetus
       Perk 1 (col2): Envious Assassin, Impulse Amplifier, Quickdraw
       Perk 2 (col3): Bipod, Hatchling, Reaper's Tithe
       Combos covered by this copy: 5

#1096  [preferred/3x3]  Axial Lacuna
       Perk 1 (col2): Cornered, Empty Traits Socket, Eye of the Storm
       Perk 2 (col3): Controlled Burst, Frenzy, Kickstart
       Combos covered by this copy: 5

#1097  [preferred/3x3]  Someday
       Perk 1 (col2): Dual Loader, Empty Traits Socket, Strategist
       Perk 2 (col3): Barrel Constrictor, Collective Action, Recombination
       Combos covered by this copy: 4

#1098  [preferred/3x3]  Praedyth's Revenge (Timelost)
       Perk 1 (col2): Envious Arsenal, Fourth Time's the Charm, Kinetic Tremors
       Perk 2 (col3): All-Star, High-Impact Reserves, Opening Shot
       Combos covered by this copy: 4

#1099  [preferred/3x3]  Double-Edged Answer
       Perk 1 (col2): En Garde, Energy Transfer, Pugilist
       Perk 2 (col3): Adrenaline Junkie, Counterattack, Harmony
       Combos covered by this copy: 4

#1100  [preferred/3x3]  Critical Anomaly (Adept)
       Perk 1 (col2): Crystalline Corpsebloom, Rampage, Reconstruction
       Perk 2 (col3): Firing Line, Mega Kill Clip, Triple Tap
       Combos covered by this copy: 4

#1101  [preferred/3x3]  Chain of Command
       Perk 1 (col2): Osmosis, Turnabout, Under-Over
       Perk 2 (col3): Adaptive Munitions, Desperate Measures, Focused Fury
       Combos covered by this copy: 4

#1102  [preferred/3x3]  Blowout
       Perk 1 (col2): Sympathetic Arsenal, Thresh, Turnabout
       Perk 2 (col3): Cluster Bomb, Disruption Break, Multikill Clip
       Combos covered by this copy: 4

#1103  [preferred/3x3]  Willful Hamartia
       Perk 1 (col2): High-Impact Reserves, Lone Wolf, Slideways
       Perk 2 (col3): Jolting Feedback, Offhand Strike, Reservoir Burst
       Combos covered by this copy: 4

#1104  [preferred/3x3]  Wicked Sister
       Perk 1 (col2): Clown Cartridge, Perpetual Motion, Slice
       Perk 2 (col3): Explosive Light, Full Court, Reverberation
       Combos covered by this copy: 4

#1105  [preferred/3x3]  The Riposte
       Perk 1 (col2): Dimensional Shift, Light Touch, Rewind Rounds
       Perk 2 (col3): Destabilizing Rounds, Kill Clip, Target Lock
       Combos covered by this copy: 4

#1106  [preferred/3x3]  Semiotician
       Perk 1 (col2): Empty Traits Socket, Field Prep, Wellspring
       Perk 2 (col3): Bipod, Danger Zone, Hatchling
       Combos covered by this copy: 4

#1107  [preferred/3x3]  Rapid Growth
       Perk 1 (col2): Fourth Time's the Charm, Light Touch, Trickle Charge
       Perk 2 (col3): Aggregate Charge, Binary Orbit, Closing Time
       Combos covered by this copy: 4

#1108  [preferred/3x3]  Koraxis's Distress (Adept)
       Perk 1 (col2): Blast Distributor, Chain Reaction, Danger Zone
       Perk 2 (col3): Chaos Reshaped, Surrounded, Wellspring
       Combos covered by this copy: 4

#1109  [preferred/3x3]  Hushed Whisper
       Perk 1 (col2): Lead From Light, Lone Wolf, Snapshot Sights
       Perk 2 (col3): Archer's Gambit, Collective Action, Explosive Head
       Combos covered by this copy: 4

#1110  [preferred/3x3]  Hezen Vengeance (Timelost)
       Perk 1 (col2): Cluster Bomb, Envious Arsenal, Incandescent
       Perk 2 (col3): Collective Action, Explosive Light, Lasting Impression
       Combos covered by this copy: 4

#1111  [preferred/3x3]  Fatebringer (Timelost)
       Perk 1 (col2): Explosive Payload, Osmosis, Stopping Power
       Perk 2 (col3): All-Star, Binary Orbit, One for All
       Combos covered by this copy: 4

#1112  [preferred/3x3]  Exile's Curse
       Perk 1 (col2): Field Prep, Firmly Planted, Pulse Monitor
       Perk 2 (col3): Celerity, Feeding Frenzy, Kickstart
       Combos covered by this copy: 4

#1113  [preferred/3x3]  Ecliptic Distaff
       Perk 1 (col2): Disruption Break, Repulsor Brace, Tilting at Windmills
       Perk 2 (col3): Binary Orbit, Unstoppable Force, Withering Gaze
       Combos covered by this copy: 4

#1114  [preferred/3x3]  The Third Axiom
       Perk 1 (col2): Quickdraw, Rangefinder, Zen Moment
       Perk 2 (col3): Elemental Capacitor, Headseeker, Unrelenting
       Combos covered by this copy: 4

#1115  [preferred/3x3]  The Call
       Perk 1 (col2): Beacon Rounds, Lead from Gold, Stats for All
       Perk 2 (col3): Chaos Reshaped, Empty Traits Socket, Multikill Clip
       Combos covered by this copy: 4

#1116  [preferred/3x3]  Servant Leader
       Perk 1 (col2): Hip-Fire Grip, No Distractions, Pulse Monitor
       Perk 2 (col3): Adrenaline Junkie, Kill Clip, Thresh
       Combos covered by this copy: 4

#1117  [preferred/3x3]  Prolonged Engagement
       Perk 1 (col2): Air Assault, Dynamic Sway Reduction, Perfect Float
       Perk 2 (col3): Gutshot Straight, Pugilist, Target Lock
       Combos covered by this copy: 4

#1118  [preferred/3x3]  Positive Outlook
       Perk 1 (col2): Invisible Hand, Shot Swap, Tap the Trigger
       Perk 2 (col3): Adaptive Munitions, Destabilizing Rounds, Golden Tricorn
       Combos covered by this copy: 5

#1119  [preferred/3x3]  Non-Denouement (Adept)
       Perk 1 (col2): Shoot to Loot, Strategist, Successful Warm-Up
       Perk 2 (col3): Meganeura, Moving Target, One for All
       Combos covered by this copy: 4

#1120  [preferred/3x3]  Strident Whistle
       Perk 1 (col2): Archer's Tempo, Rangefinder, Sneak Bow
       Perk 2 (col3): Cornered, Explosive Head, Harmony
       Combos covered by this copy: 4

#1121  [preferred/3x3]  No Feelings
       Perk 1 (col2): Collective Demolition, Rolling Storm, Voltshot
       Perk 2 (col3): Box Breathing, Gear Shift, Rampage
       Combos covered by this copy: 4

#1122  [preferred/3x3]  Locus Locutus
       Perk 1 (col2): Discord, Empty Traits Socket, Steady Hands
       Perk 2 (col3): Box Breathing, Firing Line, Under-Over
       Combos covered by this copy: 4

#1123  [preferred/3x3]  Joxer's Longsword
       Perk 1 (col2): Enlightened Action, Gutshot Straight, Rewind Rounds
       Perk 2 (col3): Demoralize, Desperado, One for All
       Combos covered by this copy: 4

#1124  [preferred/3x3]  Doom of Chelchis (Harrowed)
       Perk 1 (col2): Firefly, Stats for All, Vorpal Weapon
       Perk 2 (col3): Frenzy, Meganeura, Withering Gaze
       Combos covered by this copy: 4

#1125  [preferred/3x3]  Crisis Inverted
       Perk 1 (col2): Moving Target, Stats for All, Tunnel Vision
       Perk 2 (col3): Adaptive Munitions, Opening Shot, Turnabout
       Combos covered by this copy: 4

#1126  [preferred/3x3]  Corrective Measure (Timelost)
       Perk 1 (col2): Dimensional Shift, Dynamic Sway Reduction, Firefly
       Perk 2 (col3): Butterfly, Demoralize, Elemental Honing
       Combos covered by this copy: 4

#1127  [preferred/3x3]  Briar's Contempt (Adept)
       Perk 1 (col2): Rapid Hit, Rewind Rounds, Slideshot
       Perk 2 (col3): Adagio, Chaos Reshaped, Paracausal Affinity
       Combos covered by this copy: 4

#1128  [preferred/3x3]  Anonymous Autumn
       Perk 1 (col2): Attrition Orbs, Closing Time, Strategist
       Perk 2 (col3): Multikill Clip, Surrounded, Swashbuckler
       Combos covered by this copy: 4

#1129  [preferred/3x3]  False Idols
       Perk 1 (col2): Attrition Orbs, Flash Counter, Unrelenting
       Perk 2 (col3): Burning Ambition, Counterattack, Empty Traits Socket
       Combos covered by this copy: 4

#1130  [preferred/3x3]  Thin Precipice
       Perk 1 (col2): Duelist's Trance, Tireless Blade, Valiant Charge
       Perk 2 (col3): Adrenaline Junkie, Chain Reaction, Empty Traits Socket
       Combos covered by this copy: 4

#1131  [preferred/3x3]  Xenoclast IV
       Perk 1 (col2): Dual Loader, Genesis, Grave Robber
       Perk 2 (col3): Disruption Break, Killing Wind, Trench Barrel
       Combos covered by this copy: 3

#1132  [preferred/3x3]  Vision of Confluence (Timelost)
